CRX,CRY,TimeStamp
701.951,547.9789,28/04/2016 13:46:11.764
712.0762,523.2737,28/04/2016 13:46:11.781
707.5619,533.5054,28/04/2016 13:46:11.797
717.9319,515.5968,28/04/2016 13:46:11.814
726.7473,508.5304,28/04/2016 13:46:11.831
716.5037,509.6016,28/04/2016 13:46:11.864
720.08,508.0988,28/04/2016 13:46:11.881
729.4747,508.1171,28/04/2016 13:46:11.897
738.806,507.6966,28/04/2016 13:46:11.915
731.3326,504.294,28/04/2016 13:46:11.931
698.6671,496.7861,28/04/2016 13:46:11.947
753.4731,497.725,28/04/2016 13:46:11.964
756.9169,498.0233,28/04/2016 13:46:11.980
742.1823,485.7016,28/04/2016 13:46:11.997
756.5435,496.4275,28/04/2016 13:46:12.013
735.0662,513.8264,28/04/2016 13:46:12.031
759.9696,505.7695,28/04/2016 13:46:12.047
755.2191,497.3981,28/04/2016 13:46:12.063
762.2793,520.4008,28/04/2016 13:46:12.080
753.4422,475.5181,28/04/2016 13:46:12.097
750.8009,486.712,28/04/2016 13:46:12.113
761.6041,475.2325,28/04/2016 13:46:12.132
775.2617,502.0229,28/04/2016 13:46:12.147
757.1779,497.3651,28/04/2016 13:46:12.163
770.7385,498.9179,28/04/2016 13:46:12.183
772.8903,518.1134,28/04/2016 13:46:12.197
745.7698,503.4508,28/04/2016 13:46:12.213
789.0725,499.7852,28/04/2016 13:46:12.231
766.1298,486.8965,28/04/2016 13:46:12.247
758.0818,483.1033,28/04/2016 13:46:12.263
777.9516,505.749,28/04/2016 13:46:12.281
753.9636,496.1198,28/04/2016 13:46:12.297
770.8568,483.9438,28/04/2016 13:46:12.313
767.7173,471.8594,28/04/2016 13:46:12.330
782.6601,488.7857,28/04/2016 13:46:12.347
787.6312,477.6512,28/04/2016 13:46:12.363
750.7434,868.629,28/04/2016 13:46:12.380
609.7275,1096.6007,28/04/2016 13:46:12.530
726.7406,904.8992,28/04/2016 13:46:12.547
710.8981,787.0249,28/04/2016 13:46:12.563
748.0212,720.8585,28/04/2016 13:46:12.580
757.2451,699.3257,28/04/2016 13:46:12.596
723.5009,659.5973,28/04/2016 13:46:12.613
779.1117,631.0683,28/04/2016 13:46:12.629
751.5797,631.5414,28/04/2016 13:46:12.646
780.8877,592.5105,28/04/2016 13:46:12.663
765.4867,601.4873,28/04/2016 13:46:12.679
767.6249,582.9807,28/04/2016 13:46:12.696
800.5016,617.6409,28/04/2016 13:46:12.713
767.7545,599.3065,28/04/2016 13:46:12.746
783.5046,606.0405,28/04/2016 13:46:12.730
787.199,621.2952,28/04/2016 13:46:12.763
799.8795,590.1194,28/04/2016 13:46:12.779
769.9619,611.9926,28/04/2016 13:46:12.796
765.4738,629.9196,28/04/2016 13:46:12.813
764.7172,626.2025,28/04/2016 13:46:12.829
784.0802,601.3048,28/04/2016 13:46:12.846
779.0962,595.3488,28/04/2016 13:46:12.863
719.9471,588.7042,28/04/2016 13:46:12.896
792.9785,617.0086,28/04/2016 13:46:12.879
609.4923,537.2222,28/04/2016 13:46:12.929
548.962,609.1478,28/04/2016 13:46:12.962
617.8738,546.274,28/04/2016 13:46:12.979
583.4769,608.4669,28/04/2016 13:46:12.996
550.889,617.1746,28/04/2016 13:46:13.012
561.1971,601.9422,28/04/2016 13:46:13.029
566.0226,594.107,28/04/2016 13:46:13.046
566.8203,626.9553,28/04/2016 13:46:13.062
585.7743,593.6724,28/04/2016 13:46:13.079
590.9122,611.4414,28/04/2016 13:46:13.096
610.5784,587.1696,28/04/2016 13:46:13.112
580.8557,600.8994,28/04/2016 13:46:13.129
600.589,586.5714,28/04/2016 13:46:13.146
577.7802,597.4905,28/04/2016 13:46:13.162
579.9698,601.6109,28/04/2016 13:46:13.179
589.9069,621.0291,28/04/2016 13:46:13.196
587.9076,583.6555,28/04/2016 13:46:13.212
600.7629,592.8983,28/04/2016 13:46:13.229
590.1834,585.7794,28/04/2016 13:46:13.246
600.7929,561.2848,28/04/2016 13:46:13.262
611.9135,578.2583,28/04/2016 13:46:13.279
585.8739,564.6096,28/04/2016 13:46:13.296
594.6342,581.0122,28/04/2016 13:46:13.312
610.0648,580.9694,28/04/2016 13:46:13.329
605.7294,580.2136,28/04/2016 13:46:13.347
635.3387,575.3956,28/04/2016 13:46:13.363
674.7939,541.3525,28/04/2016 13:46:13.379
734.7548,505.7359,28/04/2016 13:46:13.412
698.1844,517.1968,28/04/2016 13:46:13.396
738.3071,493.7623,28/04/2016 13:46:13.445
735.2263,500.4057,28/04/2016 13:46:13.462
752.1184,475.3723,28/04/2016 13:46:13.479
742.819,487.0372,28/04/2016 13:46:13.495
758.0139,490.1106,28/04/2016 13:46:13.512
759.7399,473.0994,28/04/2016 13:46:13.529
736.4966,494.3479,28/04/2016 13:46:13.545
778.9405,467.6116,28/04/2016 13:46:13.562
775.1395,480.7026,28/04/2016 13:46:13.578
770.8457,480.7244,28/04/2016 13:46:13.595
774.7684,484.2531,28/04/2016 13:46:13.612
774.2727,478.4935,28/04/2016 13:46:13.629
786.1174,468.36,28/04/2016 13:46:13.645
772.6693,477.3457,28/04/2016 13:46:13.662
782.8798,495.7342,28/04/2016 13:46:13.678
793.381,486.9322,28/04/2016 13:46:13.695
760.9681,458.6091,28/04/2016 13:46:13.712
749.0447,466.5559,28/04/2016 13:46:13.728
816.2598,462.8982,28/04/2016 13:46:13.745
793.5272,463.9261,28/04/2016 13:46:13.761
800.5342,492.1145,28/04/2016 13:46:13.778
772.9551,467.8407,28/04/2016 13:46:13.795
840.186,453.8775,28/04/2016 13:46:13.812
814.5867,468.948,28/04/2016 13:46:13.829
827.049,481.9996,28/04/2016 13:46:13.845
798.9971,485.4287,28/04/2016 13:46:13.862
819.6794,488.2454,28/04/2016 13:46:13.895
792.6409,463.1522,28/04/2016 13:46:13.878
828.1061,485.6629,28/04/2016 13:46:13.912
839.0103,480.7188,28/04/2016 13:46:13.928
834.902,458.6195,28/04/2016 13:46:13.945
826.0915,452.4589,28/04/2016 13:46:13.961
786.7261,478.2998,28/04/2016 13:46:13.978
638.6104,457.4469,28/04/2016 13:46:13.995
493.7114,545.6741,28/04/2016 13:46:14.028
511.1879,443.2128,28/04/2016 13:46:14.045
594.722,545.9452,28/04/2016 13:46:14.061
551.2219,433.1718,28/04/2016 13:46:14.078
535.6927,545.529,28/04/2016 13:46:14.095
595.2642,513.5649,28/04/2016 13:46:14.112
572.0471,556.6479,28/04/2016 13:46:14.145
759.2311,472.4925,28/04/2016 13:46:14.162
875.1642,424.5527,28/04/2016 13:46:14.178
820.5392,426.5479,28/04/2016 13:46:14.211
810.7001,454.1465,28/04/2016 13:46:14.228
837.6321,436.8616,28/04/2016 13:46:14.244
820.1514,465.6762,28/04/2016 13:46:14.261
833.6146,443.5435,28/04/2016 13:46:14.278
828.1091,467.1474,28/04/2016 13:46:14.294
836.5134,443.3016,28/04/2016 13:46:14.311
837.0361,454.7156,28/04/2016 13:46:14.328
849.3807,457.0558,28/04/2016 13:46:14.344
865.7369,459.9472,28/04/2016 13:46:14.361
828.4154,458.1706,28/04/2016 13:46:14.378
834.5958,477.2963,28/04/2016 13:46:14.394
834.4184,438.2798,28/04/2016 13:46:14.411
830.2095,483.764,28/04/2016 13:46:14.427
862.6761,434.5783,28/04/2016 13:46:14.444
883.9624,490.5263,28/04/2016 13:46:14.477
842.9945,476.9662,28/04/2016 13:46:14.461
827.0275,515.3411,28/04/2016 13:46:14.494
828.624,497.2337,28/04/2016 13:46:14.511
811.9734,491.6682,28/04/2016 13:46:14.527
836.9844,515.0694,28/04/2016 13:46:14.544
847.7373,495.3719,28/04/2016 13:46:14.561
816.2568,488.9467,28/04/2016 13:46:14.579
814.481,496.9176,28/04/2016 13:46:14.594
847.2363,524.836,28/04/2016 13:46:14.611
813.1462,506.8206,28/04/2016 13:46:14.627
837.3717,536.1402,28/04/2016 13:46:14.644
833.0277,513.3313,28/04/2016 13:46:14.661
821.2073,528.3079,28/04/2016 13:46:14.677
842.4628,524.5051,28/04/2016 13:46:14.694
793.5148,474.6376,28/04/2016 13:46:14.710
805.9219,522.3541,28/04/2016 13:46:14.727
828.0713,526.1104,28/04/2016 13:46:14.744
805.2864,557.6525,28/04/2016 13:46:14.760
754.5154,620.335,28/04/2016 13:46:14.777
718.9793,629.5002,28/04/2016 13:46:14.794
720.3455,654.6962,28/04/2016 13:46:14.810
727.5869,652.1341,28/04/2016 13:46:14.830
764.456,664.8845,28/04/2016 13:46:14.844
714.9248,669.5965,28/04/2016 13:46:14.860
739.3823,675.4728,28/04/2016 13:46:14.877
735.2404,660.4244,28/04/2016 13:46:14.894
732.7257,676.5811,28/04/2016 13:46:14.911
724.7833,678.6461,28/04/2016 13:46:14.927
741.356,675.3573,28/04/2016 13:46:14.943
720.6913,682.1844,28/04/2016 13:46:14.977
731.8257,674.0947,28/04/2016 13:46:14.960
740.9829,688.2186,28/04/2016 13:46:14.993
725.4832,700.4128,28/04/2016 13:46:15.010
710.2254,676.619,28/04/2016 13:46:15.027
718.1188,685.4883,28/04/2016 13:46:15.044
718.902,676.9775,28/04/2016 13:46:15.060
725.8108,699.2529,28/04/2016 13:46:15.077
738.4656,706.864,28/04/2016 13:46:15.093
728.8705,706.6219,28/04/2016 13:46:15.112
732.9778,699.4415,28/04/2016 13:46:15.127
742.4031,708.8735,28/04/2016 13:46:15.145
741.8113,724.0881,28/04/2016 13:46:15.160
712.3248,692.1021,28/04/2016 13:46:15.193
749.5823,699.6409,28/04/2016 13:46:15.210
723.9333,700.533,28/04/2016 13:46:15.243
719.4547,682.2119,28/04/2016 13:46:15.228
739.9914,689.1161,28/04/2016 13:46:15.260
742.0884,699.015,28/04/2016 13:46:15.277
745.9344,690.3026,28/04/2016 13:46:15.293
722.5759,704.1298,28/04/2016 13:46:15.310
747.8823,688.6135,28/04/2016 13:46:15.326
755.6285,683.6675,28/04/2016 13:46:15.343
762.3431,673.6268,28/04/2016 13:46:15.361
722.9164,674.6922,28/04/2016 13:46:15.394
732.4313,661.9342,28/04/2016 13:46:15.410
729.8294,647.318,28/04/2016 13:46:15.443
743.3594,653.5133,28/04/2016 13:46:15.426
758.8206,666.2882,28/04/2016 13:46:15.460
784.0051,682.5712,28/04/2016 13:46:15.476
736.0326,669.6486,28/04/2016 13:46:15.493
748.1586,639.9125,28/04/2016 13:46:15.510
765.777,634.8008,28/04/2016 13:46:15.527
815.9763,571.3846,28/04/2016 13:46:15.543
827.8465,565.0071,28/04/2016 13:46:15.559
807.6412,591.8669,28/04/2016 13:46:15.576
823.6412,559.2287,28/04/2016 13:46:15.593
810.3762,567.9611,28/04/2016 13:46:15.610
827.172,570.1461,28/04/2016 13:46:15.626
841.9698,588.8123,28/04/2016 13:46:15.643
813.0374,584.3901,28/04/2016 13:46:15.659
829.2257,582.333,28/04/2016 13:46:15.676
796.1449,608.0021,28/04/2016 13:46:15.693
707.3732,858.2073,28/04/2016 13:46:15.726
727.0756,742.9033,28/04/2016 13:46:15.709
738.9587,859.3242,28/04/2016 13:46:15.743
725.1311,868.3713,28/04/2016 13:46:15.759
735.7476,862.0528,28/04/2016 13:46:15.776
697.0328,871.9932,28/04/2016 13:46:15.793
729.4036,869.2417,28/04/2016 13:46:15.809
713.202,875.7748,28/04/2016 13:46:15.827
745.7097,874.0707,28/04/2016 13:46:15.843
733.0465,860.7257,28/04/2016 13:46:15.860
706.689,875.0119,28/04/2016 13:46:15.876
722.8699,851.148,28/04/2016 13:46:15.893
745.0829,894.1122,28/04/2016 13:46:15.910
729.0147,868.8265,28/04/2016 13:46:15.926
722.132,879.0613,28/04/2016 13:46:15.943
749.0859,881.4819,28/04/2016 13:46:15.959
790.7556,884.7702,28/04/2016 13:46:15.976
848.5529,894.1166,28/04/2016 13:46:15.992
825.7893,894.7366,28/04/2016 13:46:16.009
861.2275,893.957,28/04/2016 13:46:16.026
823.3169,881.8315,28/04/2016 13:46:16.043
851.1379,883.1957,28/04/2016 13:46:16.060
836.0103,876.2925,28/04/2016 13:46:16.092
842.0364,894.5839,28/04/2016 13:46:16.126
837.8999,881.7785,28/04/2016 13:46:16.142
825.0893,867.4855,28/04/2016 13:46:16.160
843.8044,888.3632,28/04/2016 13:46:16.176
826.2476,869.2145,28/04/2016 13:46:16.192
848.3687,876.9498,28/04/2016 13:46:16.209
832.5204,876.1479,28/04/2016 13:46:16.225
825.7515,861.9028,28/04/2016 13:46:16.242
824.9513,884.2832,28/04/2016 13:46:16.260
862.6748,879.6241,28/04/2016 13:46:16.275
840.3812,871.6506,28/04/2016 13:46:16.293
856.7137,864.2223,28/04/2016 13:46:16.309
840.1783,869.5808,28/04/2016 13:46:16.325
828.8478,885.0975,28/04/2016 13:46:16.342
823.5891,890.5985,28/04/2016 13:46:16.359
640.46,1138.6121,28/04/2016 13:46:16.509
640.5084,1049.3342,28/04/2016 13:46:16.525
676.7606,1000.8488,28/04/2016 13:46:16.542
707.0499,919.6491,28/04/2016 13:46:16.559
703.2721,914.7252,28/04/2016 13:46:16.575
709.0845,845.2999,28/04/2016 13:46:16.592
718.1298,857.7048,28/04/2016 13:46:16.608
555.725,736.7822,28/04/2016 13:46:16.625
433.3382,608.8043,28/04/2016 13:46:16.643
426.3194,573.7252,28/04/2016 13:46:16.660
398.7314,531.0325,28/04/2016 13:46:16.675
395.4034,565.405,28/04/2016 13:46:16.692
414.6929,556.2478,28/04/2016 13:46:16.708
453.3238,566.7122,28/04/2016 13:46:16.725
415.2234,560.8279,28/04/2016 13:46:16.742
436.3634,546.5014,28/04/2016 13:46:16.758
450.5414,577.3109,28/04/2016 13:46:16.775
464.3163,552.5734,28/04/2016 13:46:16.791
447.3253,544.4704,28/04/2016 13:46:16.808
464.2021,564.4966,28/04/2016 13:46:16.825
458.0359,581.1907,28/04/2016 13:46:16.841
468.1062,534.004,28/04/2016 13:46:16.858
464.2996,527.6985,28/04/2016 13:46:16.875
445.7837,587.1379,28/04/2016 13:46:16.891
482.2341,453.1935,28/04/2016 13:46:16.908
468.7568,535.3657,28/04/2016 13:46:16.925
511.7147,558.7156,28/04/2016 13:46:16.941
474.8432,542.2969,28/04/2016 13:46:16.959
482.5587,571.447,28/04/2016 13:46:16.975
538.9122,538.7565,28/04/2016 13:46:16.991
617.4733,447.5731,28/04/2016 13:46:17.008
611.3789,426.1459,28/04/2016 13:46:17.025
619.6522,445.9366,28/04/2016 13:46:17.041
631.1633,432.1054,28/04/2016 13:46:17.058
609.2908,452.9435,28/04/2016 13:46:17.074
622.9249,444.2013,28/04/2016 13:46:17.091
616.23,438.2231,28/04/2016 13:46:17.108
636.6143,413.2708,28/04/2016 13:46:17.124
626.2482,425.775,28/04/2016 13:46:17.141
648.0994,417.9127,28/04/2016 13:46:17.174
636.7292,424.7376,28/04/2016 13:46:17.158
633.1974,431.7113,28/04/2016 13:46:17.191
638.9824,437.7961,28/04/2016 13:46:17.208
663.9221,439.4674,28/04/2016 13:46:17.224
653.0876,466.8937,28/04/2016 13:46:17.241
664.4993,439.5671,28/04/2016 13:46:17.258
655.7086,471.2047,28/04/2016 13:46:17.275
687.2068,478.1065,28/04/2016 13:46:17.291
686.7635,459.9612,28/04/2016 13:46:17.308
687.6212,470.9169,28/04/2016 13:46:17.324
704.0425,462.4071,28/04/2016 13:46:17.341
709.8812,477.6661,28/04/2016 13:46:17.359
739.0803,511.7166,28/04/2016 13:46:17.374
570.3585,415.9446,28/04/2016 13:46:17.391
549.3726,356.9717,28/04/2016 13:46:17.408
545.2236,367.6534,28/04/2016 13:46:17.424
560.8398,379.6583,28/04/2016 13:46:17.441
527.3398,271.2743,28/04/2016 13:46:17.457
565.2589,366.0067,28/04/2016 13:46:17.474
550.8866,391.1284,28/04/2016 13:46:17.491
575.9843,401.0827,28/04/2016 13:46:17.508
563.2544,371.6057,28/04/2016 13:46:17.524
566.2697,383.3719,28/04/2016 13:46:17.541
573.2233,386.7827,28/04/2016 13:46:17.558
592.8921,360.0203,28/04/2016 13:46:17.574
584.3922,414.2629,28/04/2016 13:46:17.591
561.4008,349.1573,28/04/2016 13:46:17.607
613.5363,366.7835,28/04/2016 13:46:17.624
594.5708,382.0385,28/04/2016 13:46:17.641
584.3932,386.6522,28/04/2016 13:46:17.657
590.5625,355.8898,28/04/2016 13:46:17.674
615.7081,422.923,28/04/2016 13:46:17.690
597.5844,423.2471,28/04/2016 13:46:17.724
631.1906,416.0565,28/04/2016 13:46:17.744
476.0561,243.9807,28/04/2016 13:46:17.758
425.6348,47.8989,28/04/2016 13:46:17.774
332.398,50.2262,28/04/2016 13:46:17.791
379.5246,144.7346,28/04/2016 13:46:17.807
389.1941,141.0511,28/04/2016 13:46:17.824
373.4549,202.8672,28/04/2016 13:46:17.840
332.9799,239.9878,28/04/2016 13:46:17.857
336.9979,219.5723,28/04/2016 13:46:17.873
377.434,213.7362,28/04/2016 13:46:17.892
374.3206,192.7537,28/04/2016 13:46:17.907
463.9786,184.3909,28/04/2016 13:46:17.923
429.3707,219.4635,28/04/2016 13:46:17.941
388.2791,308.1304,28/04/2016 13:46:17.957
423.6842,267.0642,28/04/2016 13:46:17.973
407.5043,243.896,28/04/2016 13:46:17.990
442.6286,217.238,28/04/2016 13:46:18.007
422.7599,236.945,28/04/2016 13:46:18.024
407.0962,252.0644,28/04/2016 13:46:18.040
435.8917,244.5054,28/04/2016 13:46:18.057
486.1245,306.0573,28/04/2016 13:46:18.073
610.7421,372.4599,28/04/2016 13:46:18.090
627.4966,391.03,28/04/2016 13:46:18.107
609.1897,365.7167,28/04/2016 13:46:18.124
642.5513,385.2383,28/04/2016 13:46:18.140
656.1058,386.953,28/04/2016 13:46:18.156
636.6835,335.5052,28/04/2016 13:46:18.173
643.7902,375.6019,28/04/2016 13:46:18.191
648.8266,389.3995,28/04/2016 13:46:18.207
604.2494,405.2631,28/04/2016 13:46:18.224
638.4851,382.6096,28/04/2016 13:46:18.240
646.6118,331.3458,28/04/2016 13:46:18.256
645.9106,394.6932,28/04/2016 13:46:18.273
629.0468,406.6639,28/04/2016 13:46:18.290
667.3452,398.3919,28/04/2016 13:46:18.307
662.9417,411.403,28/04/2016 13:46:18.323
677.2889,417.3552,28/04/2016 13:46:18.340
676.0137,401.3181,28/04/2016 13:46:18.357
645.8529,432.8885,28/04/2016 13:46:18.373
686.2418,441.0829,28/04/2016 13:46:18.390
675.6396,436.5906,28/04/2016 13:46:18.406
677.507,450.4035,28/04/2016 13:46:18.440
734.9749,426.8619,28/04/2016 13:46:18.456
682.4561,413.689,28/04/2016 13:46:18.473
690.4922,448.4481,28/04/2016 13:46:18.490
718.988,426.0726,28/04/2016 13:46:18.506
726.1998,433.7423,28/04/2016 13:46:18.523
743.9423,453.4767,28/04/2016 13:46:18.539
732.2261,413.1251,28/04/2016 13:46:18.556
717.5254,426.2823,28/04/2016 13:46:18.573
754.6743,462.4588,28/04/2016 13:46:18.589
726.418,461.3977,28/04/2016 13:46:18.623
928.4689,262.3123,28/04/2016 13:46:18.606
763.5927,483.649,28/04/2016 13:46:18.656
755.8177,457.3575,28/04/2016 13:46:18.639
756.0775,626.1019,28/04/2016 13:46:18.673
805.5723,792.4544,28/04/2016 13:46:18.690
793.4989,826.1029,28/04/2016 13:46:18.706
762.4927,829.906,28/04/2016 13:46:18.723
762.7008,823.3889,28/04/2016 13:46:18.739
788.895,818.6656,28/04/2016 13:46:18.757
783.5052,819.5763,28/04/2016 13:46:18.773
772.1879,796.2446,28/04/2016 13:46:18.789
776.1407,823.9026,28/04/2016 13:46:18.806
786.2603,840.4191,28/04/2016 13:46:18.823
776.7534,828.0016,28/04/2016 13:46:18.839
769.8567,855.3895,28/04/2016 13:46:18.856
789.671,832.4128,28/04/2016 13:46:18.872
794.7719,820.1987,28/04/2016 13:46:18.889
735.2692,842.168,28/04/2016 13:46:18.906
718.5713,837.9384,28/04/2016 13:46:18.922
747.472,842.8991,28/04/2016 13:46:18.956
728.6853,840.7214,28/04/2016 13:46:18.972
732.1029,831.0103,28/04/2016 13:46:18.989
700.3933,840.7681,28/04/2016 13:46:19.006
731.1149,842.7511,28/04/2016 13:46:19.023
758.8825,820.6247,28/04/2016 13:46:19.040
731.9904,847.6849,28/04/2016 13:46:19.056
743.5571,828.8928,28/04/2016 13:46:19.072
737.5026,826.3746,28/04/2016 13:46:19.090
726.3554,821.9453,28/04/2016 13:46:19.105
752.2241,850.0435,28/04/2016 13:46:19.139
741.5084,840.7466,28/04/2016 13:46:19.155
726.772,829.6692,28/04/2016 13:46:19.172
714.0768,844.109,28/04/2016 13:46:19.189
717.1128,835.0394,28/04/2016 13:46:19.205
728.7827,834.8051,28/04/2016 13:46:19.222
701.9194,872.0018,28/04/2016 13:46:19.239
711.1005,818.6211,28/04/2016 13:46:19.255
712.7449,844.6848,28/04/2016 13:46:19.272
726.658,831.2635,28/04/2016 13:46:19.290
763.6409,816.1112,28/04/2016 13:46:19.306
713.2036,847.8024,28/04/2016 13:46:19.323
750.168,810.1431,28/04/2016 13:46:19.340
737.135,849.7322,28/04/2016 13:46:19.357
728.9095,863.7311,28/04/2016 13:46:19.373
1169.8735,749.6428,28/04/2016 13:46:19.456
611.7784,662.9363,28/04/2016 13:46:19.473
579.6824,442.8852,28/04/2016 13:46:19.489
610.1088,371.0898,28/04/2016 13:46:19.506
599.806,287.102,28/04/2016 13:46:19.523
606.1663,222.314,28/04/2016 13:46:19.539
586.1354,272.9926,28/04/2016 13:46:19.556
621.6863,257.7859,28/04/2016 13:46:19.573
605.1625,292.4096,28/04/2016 13:46:19.589
627.4177,282.5617,28/04/2016 13:46:19.606
616.0614,264.6801,28/04/2016 13:46:19.623
588.0209,245.1243,28/04/2016 13:46:19.639
588.3312,193.7961,28/04/2016 13:46:19.656
533.8608,144.7211,28/04/2016 13:46:19.673
584.6674,155.8283,28/04/2016 13:46:19.689
577.9727,166.5359,28/04/2016 13:46:19.706
577.7543,168.1559,28/04/2016 13:46:19.723
591.132,175.2097,28/04/2016 13:46:19.739
584.2472,109.3181,28/04/2016 13:46:19.756
605.8721,152.0562,28/04/2016 13:46:19.773
583.5994,101.5927,28/04/2016 13:46:19.789
580.0228,113.054,28/04/2016 13:46:19.806
593.0128,172.0711,28/04/2016 13:46:19.824
590.1983,189.8192,28/04/2016 13:46:19.840
684.5293,380.0418,28/04/2016 13:46:19.873
677.2719,585.5283,28/04/2016 13:46:19.889
648.9803,773.1379,28/04/2016 13:46:19.908
621.9633,805.5905,28/04/2016 13:46:19.923
606.8612,766.4258,28/04/2016 13:46:19.939
608.7073,770.5016,28/04/2016 13:46:19.955
604.2533,773.988,28/04/2016 13:46:19.972
630.9553,772.4386,28/04/2016 13:46:19.989
615.1777,775.938,28/04/2016 13:46:20.005
601.472,777.4979,28/04/2016 13:46:20.022
610.577,757.8157,28/04/2016 13:46:20.039
605.5958,764.667,28/04/2016 13:46:20.055
641.8788,770.6372,28/04/2016 13:46:20.072
627.049,764.063,28/04/2016 13:46:20.090
621.9844,739.7073,28/04/2016 13:46:20.105
614.2328,731.7747,28/04/2016 13:46:20.122
614.3683,741.1687,28/04/2016 13:46:20.139
597.0448,734.1866,28/04/2016 13:46:20.172
592.3386,723.5499,28/04/2016 13:46:20.156
625.9374,723.1507,28/04/2016 13:46:20.189
609.5377,726.5459,28/04/2016 13:46:20.205
608.9053,742.5615,28/04/2016 13:46:20.222
603.598,713.1089,28/04/2016 13:46:20.239
622.9109,526.6793,28/04/2016 13:46:20.255
636.7833,324.6974,28/04/2016 13:46:20.272
637.0531,266.6021,28/04/2016 13:46:20.289
653.3187,275.2859,28/04/2016 13:46:20.305
629.4114,279.8434,28/04/2016 13:46:20.322
618.1416,305.8361,28/04/2016 13:46:20.339
639.6708,288.831,28/04/2016 13:46:20.355
649.3162,303.4614,28/04/2016 13:46:20.372
631.7311,307.889,28/04/2016 13:46:20.388
617.933,289.9058,28/04/2016 13:46:20.405
650.0227,310.1179,28/04/2016 13:46:20.422
630.7231,282.4474,28/04/2016 13:46:20.438
651.7213,317.0783,28/04/2016 13:46:20.455
640.7756,299.4236,28/04/2016 13:46:20.472
658.1906,294.1233,28/04/2016 13:46:20.488
633.2372,283.9871,28/04/2016 13:46:20.505
633.4624,299.5659,28/04/2016 13:46:20.522
627.8906,287.4243,28/04/2016 13:46:20.538
631.6067,321.2729,28/04/2016 13:46:20.555
666.7739,372.7971,28/04/2016 13:46:20.571
686.9823,390.3443,28/04/2016 13:46:20.588
705.973,392.4782,28/04/2016 13:46:20.605
690.7147,404.2713,28/04/2016 13:46:20.621
694.2009,393.2346,28/04/2016 13:46:20.638
700.6794,371.8387,28/04/2016 13:46:20.671
683.3242,398.509,28/04/2016 13:46:20.655
696.9705,398.1525,28/04/2016 13:46:20.688
695.8529,391.028,28/04/2016 13:46:20.705
676.6957,399.7189,28/04/2016 13:46:20.722
702.6766,393.6757,28/04/2016 13:46:20.738
686.9734,384.77,28/04/2016 13:46:20.755
718.2555,371.1358,28/04/2016 13:46:20.771
668.678,398.7229,28/04/2016 13:46:20.788
660.9351,384.3774,28/04/2016 13:46:20.805
700.606,385.3247,28/04/2016 13:46:20.821
692.0731,414.2696,28/04/2016 13:46:20.838
640.0537,476.1012,28/04/2016 13:46:20.855
615.1019,478.8751,28/04/2016 13:46:20.871
650.5453,477.5235,28/04/2016 13:46:20.888
655.6569,496.0346,28/04/2016 13:46:20.904
646.4811,464.1253,28/04/2016 13:46:20.921
658.1368,498.3368,28/04/2016 13:46:20.938
637.3987,483.0443,28/04/2016 13:46:20.954
659.8704,484.8189,28/04/2016 13:46:20.971
646.0215,488.8026,28/04/2016 13:46:20.988
652.0806,469.3448,28/04/2016 13:46:21.004
621.7634,461.0542,28/04/2016 13:46:21.021
654.6649,451.1934,28/04/2016 13:46:21.038
663.7201,473.6516,28/04/2016 13:46:21.054
615.8315,465.9674,28/04/2016 13:46:21.071
630.5166,477.1539,28/04/2016 13:46:21.087
651.9956,455.4454,28/04/2016 13:46:21.104
655.9568,458.5643,28/04/2016 13:46:21.121
629.3807,465.0394,28/04/2016 13:46:21.137
717.5756,462.7305,28/04/2016 13:46:21.154
746.2781,475.0022,28/04/2016 13:46:21.171
768.7183,496.9722,28/04/2016 13:46:21.187
765.9152,480.9261,28/04/2016 13:46:21.204
776.9714,500.1569,28/04/2016 13:46:21.221
784.0626,499.852,28/04/2016 13:46:21.237
777.04,502.9875,28/04/2016 13:46:21.254
752.4183,511.2056,28/04/2016 13:46:21.271
770.5886,499.0309,28/04/2016 13:46:21.287
757.8049,488.9872,28/04/2016 13:46:21.304
759.1759,490.748,28/04/2016 13:46:21.321
767.2619,478.8939,28/04/2016 13:46:21.337
756.3313,545.2747,28/04/2016 13:46:21.354
754.4465,571.6086,28/04/2016 13:46:21.371
764.425,573.3375,28/04/2016 13:46:21.387
767.1057,569.7622,28/04/2016 13:46:21.421
773.5245,571.5599,28/04/2016 13:46:21.404
762.3791,554.9931,28/04/2016 13:46:21.437
759.872,588.6708,28/04/2016 13:46:21.454
771.4586,569.8203,28/04/2016 13:46:21.470
760.8207,546.7582,28/04/2016 13:46:21.487
794.5565,676.7164,28/04/2016 13:46:21.504
763.8401,873.8931,28/04/2016 13:46:21.637
629.773,584.0644,28/04/2016 13:46:21.870
647.5383,548.6959,28/04/2016 13:46:21.887
616.4117,539.7902,28/04/2016 13:46:21.920
582.3416,549.7628,28/04/2016 13:46:21.936
625.0986,538.4241,28/04/2016 13:46:21.953
616.0829,521.0267,28/04/2016 13:46:21.972
678.9714,579.2544,28/04/2016 13:46:21.986
626.2054,606.6926,28/04/2016 13:46:22.003
616.0592,612.3018,28/04/2016 13:46:22.020
606.0458,630.1716,28/04/2016 13:46:22.036
600.46,616.7004,28/04/2016 13:46:22.053
580.2258,621.061,28/04/2016 13:46:22.070
