BlinkType,TimeTracker
NormalBlink,2016-04-21 16:50:26.516
NormalBlink,2016-04-21 16:50:27.265
NormalBlink,2016-04-21 16:50:27.798
NormalBlink,2016-04-21 16:50:30.162
NormalBlink,2016-04-21 16:50:31.011
NormalBlink,2016-04-21 16:50:34.740
NormalBlink,2016-04-21 16:50:34.873
NormalBlink,2016-04-21 16:50:35.606
NormalBlink,2016-04-21 16:50:36.138
NormalBlink,2016-04-21 16:50:36.588
NormalBlink,2016-04-21 16:50:36.939
NormalBlink,2016-04-21 16:50:37.204
NormalBlink,2016-04-21 16:50:37.420
NormalBlink,2016-04-21 16:50:38.170
NormalBlink,2016-04-21 16:50:38.419
NormalBlink,2016-04-21 16:50:38.552
NormalBlink,2016-04-21 16:50:39.684
NormalBlink,2016-04-21 16:50:40.054
NormalBlink,2016-04-21 16:50:40.250
NormalBlink,2016-04-21 16:50:40.483
NormalBlink,2016-04-21 16:50:41.615
NormalBlink,2016-04-21 16:50:42.081
NormalBlink,2016-04-21 16:50:43.781
NormalBlink,2016-04-21 16:50:44.047
NormalBlink,2016-04-21 16:50:44.396
NormalBlink,2016-04-21 16:50:44.613
NormalBlink,2016-04-21 16:50:44.812
NormalBlink,2016-04-21 16:50:45.163
NormalBlink,2016-04-21 16:50:45.329
NormalBlink,2016-04-21 16:50:45.578
NormalBlink,2016-04-21 16:50:46.112
NormalBlink,2016-04-21 16:50:46.547
NormalBlink,2016-04-21 16:50:47.343
NormalBlink,2016-04-21 16:50:47.560
NormalBlink,2016-04-21 16:50:47.759
NormalBlink,2016-04-21 16:50:47.859
NormalBlink,2016-04-21 16:50:48.758
NormalBlink,2016-04-21 16:50:48.925
NormalBlink,2016-04-21 16:50:48.991
NormalBlink,2016-04-21 16:50:49.174
NormalBlink,2016-04-21 16:50:49.258
NormalBlink,2016-04-21 16:50:49.474
NormalBlink,2016-04-21 16:50:49.609
NormalBlink,2016-04-21 16:50:50.489
NormalBlink,2016-04-21 16:50:50.839
NormalBlink,2016-04-21 16:50:51.172
NormalBlink,2016-04-21 16:50:51.555
NormalBlink,2016-04-21 16:50:52.221
NormalBlink,2016-04-21 16:50:52.520
NormalBlink,2016-04-21 16:50:52.837
NormalBlink,2016-04-21 16:50:52.958
NormalBlink,2016-04-21 16:50:54.173
NormalBlink,2016-04-21 16:50:54.269
NormalBlink,2016-04-21 16:50:54.535
NormalBlink,2016-04-21 16:50:54.718
NormalBlink,2016-04-21 16:50:55.068
NormalBlink,2016-04-21 16:50:55.317
NormalBlink,2016-04-21 16:50:55.634
NormalBlink,2016-04-21 16:50:56.249
NormalBlink,2016-04-21 16:50:56.499
