BlinkType,TimeTracker
NormalBlink,2016-04-21 18:27:43.402
NormalBlink,2016-04-21 18:27:43.568
NormalBlink,2016-04-21 18:27:45.050
NormalBlink,2016-04-21 18:27:45.266
NormalBlink,2016-04-21 18:27:45.683
NormalBlink,2016-04-21 18:27:45.916
NormalBlink,2016-04-21 18:27:46.166
NormalBlink,2016-04-21 18:27:49.229
NormalBlink,2016-04-21 18:27:49.711
NormalBlink,2016-04-21 18:27:51.509
NormalBlink,2016-04-21 18:27:54.073
NormalBlink,2016-04-21 18:27:55.688
NormalBlink,2016-04-21 18:27:57.436
NormalBlink,2016-04-21 18:27:57.902
NormalBlink,2016-04-21 18:27:58.152
NormalBlink,2016-04-21 18:27:58.934
NormalBlink,2016-04-21 18:27:59.351
NormalBlink,2016-04-21 18:27:59.900
NormalBlink,2016-04-21 18:28:00.216
NormalBlink,2016-04-21 18:28:00.384
NormalBlink,2016-04-21 18:28:00.950
NormalBlink,2016-04-21 18:28:01.100
NormalBlink,2016-04-21 18:28:01.399
NormalBlink,2016-04-21 18:28:01.882
NormalBlink,2016-04-21 18:28:03.547
NormalBlink,2016-04-21 18:28:04.096
NormalBlink,2016-04-21 18:28:04.346
NormalBlink,2016-04-21 18:28:05.045
NormalBlink,2016-04-21 18:28:06.393
NormalBlink,2016-04-21 18:28:07.276
NormalBlink,2016-04-21 18:28:07.509
NormalBlink,2016-04-21 18:28:08.142
NormalBlink,2016-04-21 18:28:09.257
NormalBlink,2016-04-21 18:28:09.723
NormalBlink,2016-04-21 18:28:10.289
NormalBlink,2016-04-21 18:28:10.505
NormalBlink,2016-04-21 18:28:12.204
NormalBlink,2016-04-21 18:28:13.169
NormalBlink,2016-04-21 18:28:14.018
NormalBlink,2016-04-21 18:28:14.185
NormalBlink,2016-04-21 18:28:15.333
NormalBlink,2016-04-21 18:28:18.680
NormalBlink,2016-04-21 18:28:18.880
NormalBlink,2016-04-21 18:28:19.330
NormalBlink,2016-04-21 18:28:19.596
NormalBlink,2016-04-21 18:28:20.262
NormalBlink,2016-04-21 18:28:20.412
NormalBlink,2016-04-21 18:28:20.529
NormalBlink,2016-04-21 18:28:20.861
NormalBlink,2016-04-21 18:28:21.161
NormalBlink,2016-04-21 18:28:21.477
NormalBlink,2016-04-21 18:28:21.710
NormalBlink,2016-04-21 18:28:21.860
NormalBlink,2016-04-21 18:28:22.176
NormalBlink,2016-04-21 18:28:22.476
NormalBlink,2016-04-21 18:28:23.159
NormalBlink,2016-04-21 18:28:23.458
NormalBlink,2016-04-21 18:28:23.725
NormalBlink,2016-04-21 18:28:24.008
NormalBlink,2016-04-21 18:28:24.457
NormalBlink,2016-04-21 18:28:24.624
NormalBlink,2016-04-21 18:28:25.723
NormalBlink,2016-04-21 18:28:27.304
NormalBlink,2016-04-21 18:28:27.853
NormalBlink,2016-04-21 18:28:28.836
NormalBlink,2016-04-21 18:28:29.635
NormalBlink,2016-04-21 18:28:29.885
NormalBlink,2016-04-21 18:28:30.018
NormalBlink,2016-04-21 18:28:30.400
NormalBlink,2016-04-21 18:28:30.600
NormalBlink,2016-04-21 18:28:30.700
NormalBlink,2016-04-21 18:28:30.900
NormalBlink,2016-04-21 18:28:31.333
NormalBlink,2016-04-21 18:28:31.649
NormalBlink,2016-04-21 18:28:31.983
NormalBlink,2016-04-21 18:28:32.182
NormalBlink,2016-04-21 18:28:32.448
NormalBlink,2016-04-21 18:28:32.731
NormalBlink,2016-04-21 18:28:33.114
NormalBlink,2016-04-21 18:28:33.381
NormalBlink,2016-04-21 18:28:34.046
NormalBlink,2016-04-21 18:28:34.113
NormalBlink,2016-04-21 18:28:34.296
NormalBlink,2016-04-21 18:28:34.380
NormalBlink,2016-04-21 18:28:34.463
NormalBlink,2016-04-21 18:28:34.629
NormalBlink,2016-04-21 18:28:34.729
NormalBlink,2016-04-21 18:28:35.297
NormalBlink,2016-04-21 18:28:35.462
NormalBlink,2016-04-21 18:28:35.629
NormalBlink,2016-04-21 18:28:35.879
NormalBlink,2016-04-21 18:28:36.062
NormalBlink,2016-04-21 18:28:36.378
NormalBlink,2016-04-21 18:28:37.460
NormalBlink,2016-04-21 18:28:37.677
NormalBlink,2016-04-21 18:28:37.843
NormalBlink,2016-04-21 18:28:38.262
NormalBlink,2016-04-21 18:28:38.359
NormalBlink,2016-04-21 18:28:38.759
NormalBlink,2016-04-21 18:28:38.892
NormalBlink,2016-04-21 18:28:39.474
NormalBlink,2016-04-21 18:28:39.924
NormalBlink,2016-04-21 18:28:40.175
NormalBlink,2016-04-21 18:28:40.490
NormalBlink,2016-04-21 18:28:40.923
NormalBlink,2016-04-21 18:28:41.248
NormalBlink,2016-04-21 18:28:41.323
NormalBlink,2016-04-21 18:28:41.539
NormalBlink,2016-04-21 18:28:42.089
NormalBlink,2016-04-21 18:28:42.342
NormalBlink,2016-04-21 18:28:43.620
NormalBlink,2016-04-21 18:28:43.969
NormalBlink,2016-04-21 18:28:44.319
NormalBlink,2016-04-21 18:28:45.068
NormalBlink,2016-04-21 18:28:45.157
NormalBlink,2016-04-21 18:28:46.634
NormalBlink,2016-04-21 18:28:47.032
NormalBlink,2016-04-21 18:28:47.199
NormalBlink,2016-04-21 18:28:47.382
NormalBlink,2016-04-21 18:28:47.568
NormalBlink,2016-04-21 18:28:47.715
NormalBlink,2016-04-21 18:28:47.799
NormalBlink,2016-04-21 18:28:47.998
NormalBlink,2016-04-21 18:28:48.081
NormalBlink,2016-04-21 18:28:48.199
NormalBlink,2016-04-21 18:28:48.664
NormalBlink,2016-04-21 18:28:49.381
NormalBlink,2016-04-21 18:28:49.597
NormalBlink,2016-04-21 18:28:49.880
NormalBlink,2016-04-21 18:28:49.963
NormalBlink,2016-04-21 18:28:50.412
NormalBlink,2016-04-21 18:28:50.595
NormalBlink,2016-04-21 18:28:50.745
NormalBlink,2016-04-21 18:28:50.862
NormalBlink,2016-04-21 18:28:51.194
NormalBlink,2016-04-21 18:28:51.411
NormalBlink,2016-04-21 18:28:52.310
NormalBlink,2016-04-21 18:28:52.494
NormalBlink,2016-04-21 18:28:53.010
NormalBlink,2016-04-21 18:28:54.542
NormalBlink,2016-04-21 18:28:55.459
NormalBlink,2016-04-21 18:28:57.056
NormalBlink,2016-04-21 18:28:57.155
NormalBlink,2016-04-21 18:28:57.389
NormalBlink,2016-04-21 18:28:58.290
NormalBlink,2016-04-21 18:28:58.454
NormalBlink,2016-04-21 18:28:58.537
NormalBlink,2016-04-21 18:28:58.670
NormalBlink,2016-04-21 18:28:59.087
NormalBlink,2016-04-21 18:28:59.387
NormalBlink,2016-04-21 18:28:59.521
NormalBlink,2016-04-21 18:28:59.669
NormalBlink,2016-04-21 18:28:59.952
NormalBlink,2016-04-21 18:29:00.119
NormalBlink,2016-04-21 18:29:00.586
NormalBlink,2016-04-21 18:29:00.751
NormalBlink,2016-04-21 18:29:01.517
NormalBlink,2016-04-21 18:29:01.983
NormalBlink,2016-04-21 18:29:02.366
NormalBlink,2016-04-21 18:29:02.483
NormalBlink,2016-04-21 18:29:02.750
NormalBlink,2016-04-21 18:29:02.849
NormalBlink,2016-04-21 18:29:02.982
NormalBlink,2016-04-21 18:29:03.332
NormalBlink,2016-04-21 18:29:03.665
NormalBlink,2016-04-21 18:29:03.748
NormalBlink,2016-04-21 18:29:04.247
NormalBlink,2016-04-21 18:29:04.330
NormalBlink,2016-04-21 18:29:04.714
NormalBlink,2016-04-21 18:29:04.797
NormalBlink,2016-04-21 18:29:04.897
NormalBlink,2016-04-21 18:29:05.396
NormalBlink,2016-04-21 18:29:05.746
NormalBlink,2016-04-21 18:29:05.979
NormalBlink,2016-04-21 18:29:06.095
NormalBlink,2016-04-21 18:29:06.894
NormalBlink,2016-04-21 18:29:07.627
