CRX,CRY
864.5194,597.3597
850.9442,564.9522
752.4366,571.9625
718.6472,545.0546
716.3453,553.0844
718.8004,553.2642
716.3867,555.0076
725.1938,564.938
721.4914,564.4492
730.6581,561.8773
723.2175,561.692
710.0792,559.6795
712.8517,563.7234
728.0444,574.0768
719.1443,558.4772
715.2638,560.5168
727.8752,565.8741
718.0455,567.3164
722.9435,571.4293
720.1207,563.5895
731.8599,560.08
722.8654,559.4379
728.0372,571.3223
712.2014,571.3444
723.3367,572.2583
710.6722,558.8535
709.0942,558.5697
719.8922,551.0548
715.5457,566.1171
718.449,556.0413
713.0184,548.987
723.1616,563.9421
712.5325,569.4542
714.8049,564.3239
718.4281,561.1897
708.7903,565.0897
704.4156,561.8539
711.0912,579.577
720.2781,572.6765
677.0219,651.1075
663.9348,765.7481
653.9884,767.7178
657.5732,784.5618
647.5424,786.0015
650.9877,778.4128
648.2462,774.7029
635.4879,770.0164
644.1473,758.2468
642.9425,774.5409
644.8688,754.671
991.345,740.7449
995.4862,759.5654
979.3603,746.2822
977.9196,743.453
985.0534,744.1582
995.5271,716.2391
988.5225,742.5726
985.6251,724.8353
985.7316,736.1105
996.5651,736.7093
979.4634,729.8349
975.7649,734.7999
964.2701,747.0507
974.2334,724.4679
985.5983,742.5082
1003.9396,742.5751
983.7566,742.9772
973.5502,723.6437
976.3513,719.2028
972.8585,726.4641
969.9861,718.0311
970.3889,723.7924
994.4692,716.3992
981.2776,728.8284
970.0421,707.2389
969.4683,732.3331
979.6554,715.215
962.8511,704.5334
986.8052,739.521
975.7415,744.7432
1007.812,733.2767
989.4268,747.1746
977.1362,765.2305
981.5908,732.136
981.3441,739.8668
988.8397,746.0566
982.6345,733.877
973.9373,738.0038
983.2098,733.3416
976.589,768.8105
971.4448,722.7361
973.252,765.2192
973.8802,748.5455
988.1344,761.1803
981.5574,755.7881
995.2568,730.3898
967.7212,760.6765
912.9631,605.671
813.8665,493.0997
721.9922,297.6371
718.0083,266.7758
719.7708,270.0007
728.1654,265.3557
716.1472,249.7032
721.9409,279.7391
710.0111,276.5898
709.2234,281.5438
713.725,283.5761
725.2532,270.8519
596.7426,262.1497
606.711,264.0039
621.3859,271.5925
603.9511,264.3507
615.2974,256.6738
622.1658,247.0538
605.1597,245.0844
613.356,250.8311
611.4939,248.4631
610.0324,247.9899
609.4949,235.8468
614.6686,260.3351
608.3246,233.5439
598.3796,253.0906
601.056,232.7644
686.812,197.2684
774.3568,205.4823
779.9818,221.7252
762.8441,187.414
756.0377,182.3881
765.7065,179.0702
764.0742,186.0721
773.6046,144.3702
771.851,198.0861
764.9721,190.7556
807.1939,165.3158
811.2211,165.2602
809.9103,168.5023
798.1935,162.6207
805.362,176.4026
807.6266,147.1678
799.1996,171.0005
808.4581,164.9432
804.5247,147.9688
811.5261,159.9006
797.5573,155.2817
810.4213,138.0025
804.5872,159.3475
814.7547,121.5599
814.496,111.3683
808.9031,146.5212
798.5506,117.444
823.5955,157.6464
810.9084,134.1948
812.0016,122.4895
810.8275,111.6115
817.2236,139.5724
804.7604,140.8083
822.7767,131.0378
794.9964,127.4582
807.6263,159.1606
803.0119,140.1147
801.5137,151.0727
613.5114,172.6451
622.343,165.6273
611.6635,161.1491
620.8231,161.5098
613.9962,159.3925
620.766,194.1335
617.8943,177.6211
594.1392,186.8325
619.722,195.9122
613.1246,213.85
607.6279,197.2421
603.9449,205.8679
600.5424,164.0542
608.18,191.53
606.1776,225.4126
612.4019,207.558
648.9883,218.0012
654.8803,195.3252
662.1167,217.0092
665.1864,238.7293
660.8927,233.5536
652.3936,216.8463
658.5945,250.1939
664.5853,232.6091
653.7981,238.8298
667.3555,198.5244
657.3323,230.0278
666.699,228.8541
676.5803,216.1472
660.9786,237.4196
651.8628,213.8611
661.8457,219.3828
659.4965,190.9361
660.7052,221.1264
667.2733,234.5657
669.2766,216.8379
699.3781,239.9992
725.6302,239.1602
722.8395,243.9928
728.7341,229.6476
741.6118,232.414
732.076,262.3552
738.1917,244.8365
740.7491,242.7962
723.5292,258.6254
730.0977,237.2809
739.0762,255.9196
754.2283,234.0814
796.1151,259.1279
787.1766,226.4446
797.0598,236.0712
790.7798,241.0988
789.1425,240.5042
790.8674,238.0002
791.8435,221.5419
804.3399,216.5436
799.2709,222.7346
790.6,229.5338
784.2885,235.9239
801.2234,231.3274
874.3311,215.3185
874.6008,237.131
871.0455,247.6013
878.1464,203.4527
870.0811,235.1982
887.7019,225.7808
876.6984,234.313
887.8248,183.2034
870.7445,242.9869
874.7651,238.0168
876.1779,239.9006
880.8939,213.5674
880.0403,215.742
893.3152,210.7527
872.6106,250.5413
877.2816,239.2176
947.3779,218.4464
947.4971,221.521
936.4148,202.1764
951.4677,245.9841
954.7552,211.843
966.8289,211.3819
950.3217,201.4659
943.1028,213.377
956.2549,202.249
960.1962,205.8568
941.2907,201.9382
939.3963,230.8645
946.1003,261.0004
972.7744,203.8051
962.8584,208.8764
860.0094,233.337
692.0419,229.6339
589.8975,260.7992
596.6927,231.502
570.7513,231.8716
588.8951,247.4105
583.1859,226.8005
584.3857,272.4517
589.7639,233.2921
600.5031,264.7044
595.4938,237.9381
613.0714,270.3454
580.7531,246.6996
588.6956,218.6068
597.0708,210.5676
588.2723,240.5692
659.4027,210.118
665.0027,252.0932
675.8094,246.31
682.5593,215.1081
672.92,210.8168
685.806,208.8113
674.5165,233.6826
668.951,201.608
665.5513,215.3752
676.1488,252.4788
675.8609,236.5211
678.6924,253.2185
675.908,202.7527
673.8165,226.9303
673.5319,210.474
660.0576,226.3108
660.3149,205.2901
676.4423,253.8921
734.3783,234.9028
756.1689,252.1371
760.5448,240.9881
755.7709,252.8214
764.2592,226.252
758.0625,253.8785
753.6244,243.2189
751.7415,252.1168
761.569,225.741
764.2365,267.5549
757.7291,214.6891
769.3859,261.6135
741.7048,256.7737
737.8756,263.3482
659.488,194.0901
662.6366,213.5302
651.5636,220.6957
650.4706,260.5618
655.6578,228.2804
672.9661,228.8612
647.7438,238.8585
652.7338,197.6566
668.983,227.6293
663.4438,196.5213
667.068,204.369
663.5461,232.4271
668.5696,259.1301
668.4265,232.4603
738.4703,280.0674
787.1604,261.1302
771.7156,208.4281
775.5001,261.3603
800.7408,194.516
784.718,206.7139
781.2648,268.0123
786.0234,267.1535
791.5599,209.2798
788.9302,191.5004
876.3578,228.6555
935.0139,219.3887
909.158,198.9774
923.3821,223.2436
927.9043,222.2177
913.2521,244.354
917.6808,209.8448
919.7336,227.6768
944.2218,222.4983
916.4058,218.4598
926.6511,208.6322
933.8637,229.042
937.5865,218.3829
923.6497,211.5519
936.0468,213.5233
941.7781,207.0535
920.2266,237.41
1004.1529,205.3546
999.0287,239.2615
1000.3744,205.9208
1005.413,218.834
1002.8146,212.4423
989.8508,200.4127
994.1717,213.7826
985.8226,216.5974
998.3845,220.7303
978.9406,234.7292
998.9547,211.7646
990.2769,206.5776
996.8248,210.7527
1013.1565,213.4926
1003.0852,225.3098
1007.766,240.4223
1014.5887,223.4391
1018.1331,219.63
885.3068,262.2723
673.6564,244.6158
576.5822,254.0368
577.6032,293.8246
588.4609,296.5521
579.4869,302.3002
557.4608,267.7743
577.6955,283.2513
594.9928,284.8
580.9824,260.9286
604.7374,264.9584
659.8797,293.3794
654.2362,280.6337
663.5435,315.7403
660.1838,313.1224
659.4694,282.7581
659.8763,277.9974
665.9502,272.5107
659.6971,278.4775
657.8701,289.6085
664.4137,288.3732
652.7594,276.7288
658.567,297.5388
666.8307,301.0865
678.0453,282.2932
662.0137,287.6601
706.9249,289.5359
737.7528,285.934
730.7422,289.4703
729.8153,324.1245
732.7927,296.1602
735.0923,300.5386
730.41,282.0292
724.7414,289.2532
726.486,252.7917
735.525,290.8442
731.4532,289.1367
734.4858,297.0996
718.0547,298.9224
733.6002,295.5133
728.5978,269.374
727.3248,308.649
725.532,289.5629
720.3232,254.4738
723.2429,284.4357
729.9976,303.4777
730.0995,331.986
716.9033,317.1258
727.647,287.1288
728.2031,280.7902
725.589,281.5784
733.9587,259.5975
643.1112,290.2625
647.6512,252.6996
634.5245,293.5761
636.1926,251.03
638.8407,291.6197
642.7646,262.0071
639.9559,308.0593
640.8691,305.0244
638.0342,256.8478
645.2365,250.4285
645.6013,240.0665
639.1801,290.7295
652.2397,265.907
647.6023,250.7122
660.7428,275.6118
647.4633,264.0126
645.9437,250.6963
652.3704,247.0217
693.4136,245.6767
698.6725,290.8089
708.1437,282.394
715.6506,296.5696
831.954,267.9153
876.9217,227.9766
857.1948,250.3412
858.8704,288.7781
857.7402,253.1445
871.6896,293.0844
861.6207,240.8067
856.3385,240.2756
851.1559,278.3307
869.0715,230.985
875.7501,242.4719
868.2063,240.2995
868.5468,235.6441
864.58,258.3098
866.0653,237.191
861.6754,264.2628
874.4849,236.7076
940.6069,245.079
978.9067,247.574
986.0135,248.8036
979.1418,233.5121
967.6917,267.0516
978.4628,281.1072
987.9684,245.536
985.574,234.273
958.7474,254.9006
773.2985,400.887
623.4953,361.7244
628.2156,341.6741
618.8107,354.3007
605.4707,303.7598
616.9319,295.4098
617.9114,295.3659
611.0739,327.5184
633.2548,332.8692
629.8461,363.8439
618.1511,354.028
622.8025,341.6599
627.7115,347.338
643.9354,362.6842
628.1849,332.8735
626.5497,321.7824
693.7676,353.6748
695.3783,378.0332
701.4869,352.0143
714.9412,338.9564
697.1911,354.0079
700.4818,333.7891
701.5471,328.1407
706.4913,365.4283
705.5035,333.21
706.5171,356.0901
718.8675,345.1339
702.9232,338.2733
698.1086,340.5631
764.3533,335.1033
763.6411,342.3015
771.2495,353.9279
887.3667,359.6713
808.3933,347.0522
886.8684,343.9109
893.7117,278.9258
896.5903,340.3246
879.5121,348.2785
882.8579,343.3739
885.6216,343.5916
881.114,337.5216
882.4202,355.711
892.6777,339.492
880.377,352.3765
890.791,359.2157
890.4163,340.9515
893.1417,354.6808
881.2522,317.7643
891.8337,297.5661
880.4185,359.6592
937.4178,339.3992
1012.639,338.5986
1023.7951,319.6374
1007.7595,340.4868
1002.4885,350.8617
996.5919,341.3341
992.7505,367.0599
1001.6946,325.8401
995.426,376.7853
1009.1643,352.6852
1013.7764,324.8293
1000.1497,349.055
952.9246,367.8308
721.2661,418.0529
566.615,417.6552
567.2662,378.1864
568.4849,400.4875
583.1707,388.2079
572.2201,400.4123
593.3278,365.7134
586.1831,389.2304
574.5131,383.6005
571.2182,394.2876
577.0583,368.2652
589.0881,385.6338
570.5188,399.8475
587.8556,416.6711
580.5892,370.6076
666.1492,383.804
683.7201,403.653
694.37,414.2712
681.3351,398.4745
685.1674,369.2266
687.9402,382.7316
688.3999,377.566
687.3821,385.2441
685.93,380.6874
665.6403,381.5684
666.5759,437.2719
674.2299,435.7039
689.9651,387.6699
802.9097,403.2472
694.836,360.601
838.4613,369.9236
838.2379,410.8924
835.2196,383.2583
827.3659,376.4379
833.8767,368.7478
840.7919,385.6933
842.1641,380.8269
833.8394,400.8299
839.1506,376.6223
836.5289,378.4634
838.6887,362.5435
849.9315,374.2713
834.1095,385.8036
809.0125,378.822
819.028,382.5108
804.0637,402.2551
806.9797,384.9717
803.3601,395.3428
814.6132,389.0145
823.1173,383.0232
820.4181,401.8398
806.4288,399.6254
921.8884,390.0984
967.2611,395.2029
979.5336,382.5987
975.6421,398.0019
980.9628,423.2859
967.4374,396.8954
970.1985,372.3686
973.3213,396.8453
975.5101,387.8959
975.3676,390.6838
959.9014,397.5124
976.6243,427.5461
971.218,386.3019
957.3824,389.588
962.5363,396.9589
985.3311,382.317
989.4824,375.8538
