CRX,CRY
1048.8074,164.4978
840.8314,481.1922
804.5472,505.251
876.6804,389.2128
759.0975,637.7969
789.4958,585.9189
930.1394,553.2867
951.1588,610.9048
928.1022,552.1375
877.7682,562.4551
881.3286,563.3057
843.0121,564.3007
856.7638,530.1766
847.4238,553.6598
832.79,524.4992
819.0365,527.9612
825.1008,519.9779
851.4288,538.4539
837.6997,530.196
870.655,528.4547
857.6316,535.6102
851.5596,564.4167
866.4387,567.8404
849.8297,575.1631
854.0809,572.7954
853.9323,571.1204
868.1624,566.3924
859.0193,506.6188
989.3425,597.9535
1253.9443,661.3638
1243.9136,697.4839
829.5044,334.0351
883.4063,420.6074
883.6069,428.7472
911.8537,413.3092
914.9457,426.9187
900.9457,453.2393
897.0018,427.999
908.3586,413.1075
905.8223,441.6732
892.1788,429.4014
900.0427,424.5055
904.6541,428.485
911.5601,457.7585
893.6512,443.8908
913.3116,459.0611
912.038,475.3327
918.0414,450.5092
880.231,430.4992
907.1696,439.8166
895.6093,411.6295
900.2914,442.2764
892.7861,459.8257
812.0317,301.5021
824.0543,314.2499
804.9465,302.1083
802.3426,284.1572
803.7175,285.1243
809.7482,316.1585
819.4974,312.1583
826.9199,305.527
798.2792,292.9113
782.6169,269.2854
783.3958,282.1839
826.5286,312.4438
804.4667,332.0305
1058.1284,186.0232
401.0853,-85.4944
408.4999,52.6299
418.9229,-63.5118
425.9947,-80.0887
424.1757,-58.4346
461.0799,139.3666
529.0008,407.3146
509.5553,424.1404
498.5799,382.9761
488.2788,404.8827
471.2583,367.3286
503.9473,409.6353
779.1446,393.1459
842.2471,347.8178
840.1193,334.6581
824.5169,358.7519
807.0282,339.0801
824.5883,340.3608
842.499,373.2563
782.8317,520.3475
758.541,551.2894
810.7877,561.9848
790.5676,550.1969
797.7544,538.8247
766.6754,544.5594
735.3627,536.5366
758.1575,509.6479
787.5015,526.8833
762.5908,539.4235
768.8109,543.4468
783.8201,567.5453
768.7394,525.3988
755.1411,497.5296
760.226,516.0173
753.3933,513.1171
787.3668,505.3777
776.929,518.933
767.5693,518.8944
775.132,527.292
765.7277,536.6528
1260.4656,230.8152
1051.2219,406.4883
1014.9548,410.8613
986.7928,411.6442
977.564,400.3826
1064.208,346.5522
1051.3214,365.4977
1081.2708,372.8577
1017.2172,373.7418
729.7391,360.7365
792.0951,387.3828
788.3514,355.4635
757.002,392.4759
777.403,319.7809
772.0905,367.5666
771.425,332.9836
771.6467,342.7862
766.87,355.563
758.1325,328.7921
756.3391,328.9629
767.9667,330.5349
774.6071,326.5798
775.2561,361.187
763.6571,344.3695
766.3737,317.5989
786.6334,344.4984
752.442,328.4864
762.0673,324.4205
777.7272,373.1093
754.3442,330.95
709.9639,554.4502
738.0306,704.1108
766.1589,739.6176
774.795,710.1766
770.7855,741.0101
757.7426,709.451
758.5691,869.217
919.9669,595.0486
978.8662,477.1876
951.4027,505.6302
951.7745,511.7596
933.0073,496.2049
930.3387,484.638
912.2164,504.3795
923.4241,556.7954
941.4257,511.033
929.8204,531.5011
945.3407,503.227
812.3303,449.0219
752.9301,473.9905
794.2578,459.6256
795.2615,484.8328
781.3424,477.8061
778.4526,521.191
784.0448,527.3955
-90.1991,875.3935
155.9439,827.5609
450.0844,681.6432
648.9507,519.5508
1094.1619,430.8722
793.9082,421.5817
799.2025,421.079
795.7393,416.8564
799.2942,397.336
803.8503,431.4579
793.4309,415.3183
832.416,383.1585
747.1934,486.4572
729.8742,444.7905
747.2886,481.9777
741.6477,438.6317
744.854,435.2855
749.4208,414.1757
730.3203,412.9973
734.1213,412.9329
750.6222,430.371
761.4252,438.381
746.0253,424.4634
754.2966,415.187
764.832,463.0522
739.0883,445.2951
753.4726,395.6018
750.291,432.5666
742.4884,455.184
757.1615,423.5978
762.1089,411.3231
760.7421,422.6493
762.8199,421.6528
514.3207,517.2371
524.0952,432.5194
575.0047,448.1427
587.4169,430.2338
527.1877,426.1951
555.1722,462.1486
558.6838,525.8288
477.8522,374.7383
491.0042,400.4623
535.0735,406.2701
530.5117,403.9315
513.9379,442.0125
525.6742,596.6851
533.3385,452.7223
488.2415,488.5317
686.5046,440.0075
910.5004,329.0983
858.6611,385.9998
911.943,437.9761
864.001,457.3352
863.3679,466.4438
1750.6434,376.6662
1051.4038,291.9152
972.9284,342.0634
987.1652,328.3313
996.5955,326.3534
998.1609,332.4509
980.3876,344.7321
1004.2013,310.5143
999.5422,300.8813
1001.9832,328.4934
663.1379,366.2195
677.1723,333.8868
736.3601,315.9075
719.2828,411.2942
725.047,337.2095
668.6398,326.8694
717.1249,307.8144
678.3461,308.0824
692.4443,300.7457
717.6376,299.0275
720.7035,366.7169
695.876,319.6217
694.6515,355.2485
706.8908,388.6084
714.4666,365.6197
682.6718,382.6253
715.1243,405.2477
733.9715,403.1447
826.8378,400.8489
829.89,436.0209
816.2335,399.6696
778.8439,390.22
832.1124,384.0015
898.4628,163.7077
1045.4805,192.2676
870.6246,76.9828
856.0713,150.2896
1010.488,274.3502
937.8962,134.5374
944.5392,194.8057
952.5135,178.1044
1030.9338,203.2653
872.6754,264.6416
919.0469,330.9357
919.7635,261.467
927.5103,394.9883
867.0261,358.9181
856.0444,258.3939
894.8014,344.9736
1062.804,436.223
1003.4279,450.8081
959.2319,366.9148
971.2053,378.7681
958.8281,401.2138
947.672,386.5406
951.3093,435.478
815.205,505.3696
852.0848,494.3438
842.928,486.5765
828.9955,501.6886
854.1802,484.7541
836.032,529.1017
843.5845,494.5974
809.0759,469.905
838.0785,473.4463
840.1212,453.1787
805.2047,482.1483
825.7028,457.0683
837.6931,484.3714
902.5454,368.0165
604.4597,430.7931
648.2993,324.8261
674.7921,226.3536
731.1195,320.1722
687.735,361.7021
553.2029,443.0981
554.8491,427.7347
578.4971,441.0251
519.3306,474.3804
547.2009,486.0482
547.8431,541.3202
545.1499,435.6089
528.2191,418.6562
505.8279,426.8566
526.6178,444.2784
535.4321,462.6906
567.5747,387.5706
537.4206,417.3672
522.0646,446.7264
530.7079,457.0245
464.8958,402.9072
512.2941,470.516
503.4873,498.0225
543.6941,485.1384
516.6611,492.639
1187.9194,595.1432
1426.8079,431.9127
1440.0386,376.475
1425.23,460.9235
926.2321,364.4383
938.074,351.9961
957.9944,364.4714
959.3966,394.0078
775.6319,473.3559
862.5055,416.5397
808.9904,403.1845
842.0586,492.191
850.9705,458.6708
839.0058,524.0824
830.8466,489.3449
812.4805,490.2003
656.3057,398.3747
785.1735,414.6757
682.2975,348.4323
822.5709,429.7669
818.7889,513.71
829.547,484.2103
817.2147,464.2055
871.0622,486.5873
883.9446,467.8366
922.5553,531.4146
902.293,496.5121
891.8709,556.9373
942.2191,429.0527
916.0986,479.3553
676.1477,492.8068
813.0458,366.4786
747.4152,556.5577
784.5486,452.8699
639.4118,451.9611
806.1154,532.6934
844.4269,554.2522
804.7291,518.6033
814.506,593.4752
824.0106,535.8177
849.2969,618.3685
885.7302,566.6984
856.8363,579.3964
810.2313,648.4368
459.6669,667.0243
713.1621,485.6518
739.9053,527.2354
723.5836,496.543
712.1497,497.2088
709.0666,486.6282
718.3596,500.5386
689.0009,489.5007
564.8784,628.1233
604.5444,650.2228
619.7549,622.0966
624.1483,603.9258
