CRX,CRY
573.5836,899.603
577.1021,896.4606
575.9119,902.0154
553.99,918.4683
720.7116,949.772
804.4883,939.3271
781.2494,948.1196
766.69,949.1392
772.4124,964.4917
756.3782,963.6201
764.288,944.0992
753.314,943.5345
736.1058,944.8846
758.45,957.3729
759.3508,959.6493
919.9443,590.9511
926.92,430.7188
918.0825,389.3766
987.7897,448.899
939.7157,490.2243
910.906,521.5091
927.0833,509.0766
905.4041,515.7119
926.2766,496.9337
908.8578,482.6174
943.0605,522.7384
910.1285,527.3351
979.3552,466.7501
932.5635,537.3403
778.7137,160.5042
843.4893,171.5409
758.8013,291.6237
767.3961,350.4403
657.4391,296.3206
660.6699,289.3862
658.0513,289.5
714.6636,329.3728
704.6563,298.2014
719.2618,304.2139
722.0813,326.3827
840.0611,315.5899
755.0332,290.1107
856.5009,268.0092
902.9432,266.405
868.8997,260.0223
866.4482,258.8998
883.8883,275.2529
869.7225,235.8687
962.4337,222.9519
971.4788,266.6613
892.5416,321.7078
631.4923,279.3082
602.8458,323.9044
639.7911,277.3004
653.952,265.8541
628.8516,307.7299
662.8071,276.1576
858.6298,307.3914
853.2558,304.1805
828.3439,305.2147
849.463,337.0847
846.252,330.6688
832.064,291.7438
811.7715,291.5895
810.627,326.4674
889.05,322.4173
949.0033,329.0464
947.9008,295.3462
946.7172,317.1628
941.3473,326.2684
902.4188,284.6322
895.9069,302.5631
912.0384,253.065
910.5199,318.7246
930.4852,302.9753
1004.8605,255.9891
1024.9695,285.4672
1015.2208,318.4399
1009.074,283.9231
1020.5347,319.5548
1006.2192,308.4272
997.8695,309.5828
935.3,340.1984
683.225,376.2214
667.5405,344.482
677.8972,342.6868
479.47,379.5489
696.8253,369.6745
687.6664,348.9884
667.8445,341.8601
687.4296,384.2644
684.0848,408.1715
674.4147,361.7873
662.3184,363.4795
692.3278,362.76
669.4619,363.4454
661.0979,386.8071
740.2726,352.5091
767.1154,385.1794
755.5334,354.7481
754.8204,354.9145
746.8873,385.6512
745.3943,518.8354
732.7031,335.3894
693.1636,399.5025
697.2599,320.3176
673.9628,412.0305
681.762,385.4135
674.0117,370.5308
679.1501,346.4662
682.9506,321.5707
704.5117,359.843
690.6775,360.7366
686.4563,369.8702
698.244,350.117
691.1833,362.9468
728.6339,316.9552
879.9677,341.3604
878.5886,305.5905
855.0292,334.3471
875.3267,355.4921
874.1378,357.8345
870.5236,335.9949
848.9005,337.3346
867.8148,337.5952
871.502,345.4161
874.0518,364.3055
858.9738,360.2014
905.9605,375.4777
905.6572,351.1827
923.78,351.78
921.7778,339.309
925.8396,348.7934
921.6036,345.8187
918.5897,362.3235
919.8136,341.3918
913.7667,346.6273
926.2408,340.1486
989.1406,315.9583
1008.6401,329.8406
994.5945,334.892
819.233,309.6684
804.483,338.6431
984.288,320.6713
989.0853,343.4564
1002.3932,327.8151
851.2972,389.5855
651.0901,412.578
613.6622,431.5616
643.3109,453.5892
666.14,411.0842
686.8364,421.1406
667.8153,410.9382
680.481,440.0374
682.5256,423.8015
660.2321,415.3316
660.936,419.353
666.4762,431.3566
628.8222,432.3782
656.5756,399.4302
676.6669,390.6464
665.581,399.3118
675.8702,425.7629
742.5601,397.1937
740.8735,409.3584
756.6171,410.41
762.6025,417.9095
759.0867,426.5945
753.8638,421.0968
756.2516,428.1563
729.6074,420.026
745.5348,440.6354
964.1782,427.6388
726.2381,431.2039
728.4375,426.4694
792.8564,434.2911
847.5405,393.1352
842.8595,403.3503
830.6658,399.8683
838.8083,434.9036
835.846,427.8836
833.9209,406.7366
834.9079,426.5132
828.1754,410.4786
856.4344,416.4507
915.3354,401.899
929.5148,415.926
931.345,415.1545
914.4003,376.4784
930.1456,432.6746
938.8773,416.4005
922.8849,411.8716
934.1689,424.0329
893.5995,418.7114
904.3131,405.1756
901.0444,377.7849
908.154,380.3964
889.0566,401.7501
893.4781,374.2925
887.2654,406.9579
872.7957,402.4999
883.496,386.3551
959.4857,418.9016
1048.6427,402.575
1052.0084,408.2999
1047.041,393.2789
996.3401,375.5385
1009.5532,357.6495
1026.295,342.8584
1045.7467,403.9717
1040.8364,396.8752
1039.6422,373.6697
1033.4617,381.3376
1051.6357,384.8091
1010.4879,420.3759
1004.1808,400.6372
1004.7024,409.5717
1017.566,398.5147
1009.9765,407.6127
1008.6614,387.5744
1022.8628,418.903
1014.2813,421.1223
1008.321,428.9515
1007.374,439.0067
1009.6543,409.4155
998.7784,417.7949
598.8943,445.4897
638.1146,427.2214
645.0295,432.3141
636.1692,437.218
658.4574,434.2477
614.4091,447.6496
592.3898,452.3089
589.7434,453.7944
635.9492,458.0624
623.6512,458.1481
628.9966,459.8529
613.9896,455.8568
620.5128,467.1553
720.9898,410.3456
688.697,324.0514
704.8055,489.9521
728.0087,432.1839
717.0034,442.8958
702.5912,430.4178
702.6205,409.0377
712.9688,432.5434
708.8931,428.6089
814.789,463.6985
859.8542,456.6162
863.3682,465.9167
857.0065,455.8172
878.4905,453.4783
862.2949,453.6104
842.8534,460.2419
854.4761,452.1148
865.3539,463.7438
836.0096,443.2422
844.587,435.8933
833.0951,433.8815
819.5695,437.2873
816.9621,434.6457
822.5167,460.5229
832.1282,463.3056
846.36,459.0164
822.7084,448.6199
824.579,445.1659
809.9557,419.6071
812.9412,445.3919
825.7563,443.2367
807.7922,439.4581
883.3912,415.596
885.4801,423.6395
910.9194,428.5715
904.2202,437.6628
897.335,411.2354
909.474,447.5429
897.4376,447.4216
893.7338,430.6754
896.626,400.8544
876.2623,400.1754
894.9482,421.2629
883.8005,426.2646
942.9913,451.439
985.2423,402.6223
991.7156,415.6954
970.3715,429.7598
971.043,425.7165
979.7419,411.8543
988.5847,413.1117
1004.7018,409.5811
1000.2696,413.127
996.4852,397.8728
988.5195,420.0026
1005.7136,418.7078
1016.6749,394.2473
1002.278,419.6251
993.2953,426.1927
1018.8141,418.0844
994.5074,415.7159
1011.8815,436.847
1008.5841,399.5424
1022.5537,389.2785
1016.7342,429.2543
1016.2239,403.677
1020.6354,431.0415
1007.934,435.1581
817.2029,491.4418
636.8387,467.5978
609.6259,496.0177
598.0167,466.3844
596.7301,469.7372
602.2778,453.8353
617.9166,487.531
615.2828,467.8973
619.3779,466.2012
613.6922,485.5583
734.4725,489.8262
749.6146,470.1069
785.9659,484.9771
752.4871,457.8882
778.2642,476.6305
792.4448,462.9768
765.2187,452.2234
745.0544,477.6693
756.063,497.8001
766.6245,489.1602
759.2773,476.9197
785.6017,498.5242
834.7089,475.9084
834.6774,464.5026
842.4464,474.2126
809.8358,479.4088
807.4851,486.4257
836.8053,469.8987
836.4104,475.7764
815.5256,475.6834
836.3513,475.9025
819.5714,472.0669
836.4375,472.0518
834.302,472.2218
833.6595,468.1378
838.4698,465.5914
835.0316,459.6361
834.8922,474.3482
892.6107,487.183
938.9716,444.6003
963.285,470.5313
951.5215,471.3555
943.8912,485.7523
953.5559,484.8297
940.4835,470.4574
940.9565,472.7354
926.1773,446.3088
940.8466,441.7371
964.398,481.6475
959.8821,484.1241
973.1125,481.683
990.3135,488.08
