BlinkType,TimeTracker
NormalBlink,2016-04-21 19:27:16.477
NormalBlink,2016-04-21 19:27:16.643
NormalBlink,2016-04-21 19:27:16.710
NormalBlink,2016-04-21 19:27:17.093
NormalBlink,2016-04-21 19:27:17.293
NormalBlink,2016-04-21 19:27:17.609
NormalBlink,2016-04-21 19:27:17.992
NormalBlink,2016-04-21 19:27:19.058
NormalBlink,2016-04-21 19:27:20.173
NormalBlink,2016-04-21 19:27:20.289
NormalBlink,2016-04-21 19:27:20.523
NormalBlink,2016-04-21 19:27:20.689
NormalBlink,2016-04-21 19:27:20.955
NormalBlink,2016-04-21 19:27:21.106
NormalBlink,2016-04-21 19:27:21.205
NormalBlink,2016-04-21 19:27:21.971
NormalBlink,2016-04-21 19:27:22.221
NormalBlink,2016-04-21 19:27:22.337
NormalBlink,2016-04-21 19:27:22.420
NormalBlink,2016-04-21 19:27:22.787
NormalBlink,2016-04-21 19:27:23.386
NormalBlink,2016-04-21 19:27:23.469
NormalBlink,2016-04-21 19:27:23.586
NormalBlink,2016-04-21 19:27:24.868
NormalBlink,2016-04-21 19:27:25.102
NormalBlink,2016-04-21 19:27:25.601
NormalBlink,2016-04-21 19:27:25.767
NormalBlink,2016-04-21 19:27:26.301
NormalBlink,2016-04-21 19:27:26.950
NormalBlink,2016-04-21 19:27:27.332
NormalBlink,2016-04-21 19:27:27.699
NormalBlink,2016-04-21 19:27:27.765
NormalBlink,2016-04-21 19:27:28.232
NormalBlink,2016-04-21 19:27:28.333
NormalBlink,2016-04-21 19:27:29.983
NormalBlink,2016-04-21 19:27:30.063
LongBlink,2016-04-21 19:27:31.578
NormalBlink,2016-04-21 19:27:31.678
NormalBlink,2016-04-21 19:27:31.794
NormalBlink,2016-04-21 19:27:31.927
NormalBlink,2016-04-21 19:27:32.044
NormalBlink,2016-04-21 19:27:32.327
NormalBlink,2016-04-21 19:27:32.594
NormalBlink,2016-04-21 19:27:33.177
NormalBlink,2016-04-21 19:27:33.409
NormalBlink,2016-04-21 19:27:34.275
NormalBlink,2016-04-21 19:27:34.807
LongBlink,2016-04-21 19:27:36.306
NormalBlink,2016-04-21 19:27:36.472
NormalBlink,2016-04-21 19:27:37.238
NormalBlink,2016-04-21 19:27:37.604
NormalBlink,2016-04-21 19:27:37.904
NormalBlink,2016-04-21 19:27:38.137
NormalBlink,2016-04-21 19:27:38.403
NormalBlink,2016-04-21 19:27:38.471
NormalBlink,2016-04-21 19:27:39.103
NormalBlink,2016-04-21 19:27:39.719
NormalBlink,2016-04-21 19:27:40.054
NormalBlink,2016-04-21 19:27:40.884
NormalBlink,2016-04-21 19:27:41.150
NormalBlink,2016-04-21 19:27:42.932
NormalBlink,2016-04-21 19:27:44.963
NormalBlink,2016-04-21 19:27:45.480
NormalBlink,2016-04-21 19:27:45.763
NormalBlink,2016-04-21 19:27:46.915
NormalBlink,2016-04-21 19:27:47.094
NormalBlink,2016-04-21 19:27:47.777
NormalBlink,2016-04-21 19:27:48.577
NormalBlink,2016-04-21 19:27:48.746
NormalBlink,2016-04-21 19:27:48.942
NormalBlink,2016-04-21 19:27:49.243
NormalBlink,2016-04-21 19:27:49.342
NormalBlink,2016-04-21 19:27:49.625
NormalBlink,2016-04-21 19:27:50.024
NormalBlink,2016-04-21 19:27:50.391
NormalBlink,2016-04-21 19:27:50.507
NormalBlink,2016-04-21 19:27:50.740
NormalBlink,2016-04-21 19:27:51.057
NormalBlink,2016-04-21 19:27:51.357
NormalBlink,2016-04-21 19:27:52.005
NormalBlink,2016-04-21 19:27:52.139
NormalBlink,2016-04-21 19:27:52.255
NormalBlink,2016-04-21 19:27:52.422
NormalBlink,2016-04-21 19:27:52.540
NormalBlink,2016-04-21 19:27:52.588
NormalBlink,2016-04-21 19:27:52.905
NormalBlink,2016-04-21 19:27:52.954
NormalBlink,2016-04-21 19:27:53.038
NormalBlink,2016-04-21 19:27:53.420
NormalBlink,2016-04-21 19:27:53.554
NormalBlink,2016-04-21 19:27:53.721
NormalBlink,2016-04-21 19:27:53.770
NormalBlink,2016-04-21 19:27:53.854
NormalBlink,2016-04-21 19:27:54.020
NormalBlink,2016-04-21 19:27:54.103
NormalBlink,2016-04-21 19:27:54.236
NormalBlink,2016-04-21 19:27:54.420
NormalBlink,2016-04-21 19:27:54.587
NormalBlink,2016-04-21 19:27:55.685
NormalBlink,2016-04-21 19:27:55.818
NormalBlink,2016-04-21 19:27:56.584
NormalBlink,2016-04-21 19:27:56.783
NormalBlink,2016-04-21 19:27:57.283
NormalBlink,2016-04-21 19:27:57.366
NormalBlink,2016-04-21 19:27:57.882
NormalBlink,2016-04-21 19:27:58.049
NormalBlink,2016-04-21 19:27:58.232
NormalBlink,2016-04-21 19:27:58.332
NormalBlink,2016-04-21 19:27:58.398
NormalBlink,2016-04-21 19:27:58.515
NormalBlink,2016-04-21 19:27:58.731
NormalBlink,2016-04-21 19:27:58.897
NormalBlink,2016-04-21 19:27:58.981
NormalBlink,2016-04-21 19:27:59.048
NormalBlink,2016-04-21 19:27:59.266
NormalBlink,2016-04-21 19:27:59.597
NormalBlink,2016-04-21 19:27:59.663
NormalBlink,2016-04-21 19:27:59.747
NormalBlink,2016-04-21 19:27:59.813
NormalBlink,2016-04-21 19:28:00.965
NormalBlink,2016-04-21 19:28:01.263
NormalBlink,2016-04-21 19:28:01.396
NormalBlink,2016-04-21 19:28:01.446
NormalBlink,2016-04-21 19:28:01.546
NormalBlink,2016-04-21 19:28:01.612
NormalBlink,2016-04-21 19:28:01.729
NormalBlink,2016-04-21 19:28:02.345
NormalBlink,2016-04-21 19:28:02.511
NormalBlink,2016-04-21 19:28:02.694
NormalBlink,2016-04-21 19:28:02.761
NormalBlink,2016-04-21 19:28:02.846
NormalBlink,2016-04-21 19:28:03.111
NormalBlink,2016-04-21 19:28:03.244
NormalBlink,2016-04-21 19:28:03.477
NormalBlink,2016-04-21 19:28:03.594
NormalBlink,2016-04-21 19:28:03.943
LongBlink,2016-04-21 19:28:05.008
NormalBlink,2016-04-21 19:28:05.624
NormalBlink,2016-04-21 19:28:05.795
NormalBlink,2016-04-21 19:28:06.240
LongBlink,2016-04-21 19:28:07.223
NormalBlink,2016-04-21 19:28:07.590
NormalBlink,2016-04-21 19:28:07.756
NormalBlink,2016-04-21 19:28:08.005
NormalBlink,2016-04-21 19:28:08.721
NormalBlink,2016-04-21 19:28:08.970
NormalBlink,2016-04-21 19:28:09.504
NormalBlink,2016-04-21 19:28:09.820
