BlinkType,TimeTracker
NormalBlink,2016-04-21 19:18:33.508
LongBlink,2016-04-21 19:18:35.273
NormalBlink,2016-04-21 19:18:35.490
NormalBlink,2016-04-21 19:18:35.790
NormalBlink,2016-04-21 19:18:36.172
NormalBlink,2016-04-21 19:18:36.688
NormalBlink,2016-04-21 19:18:37.571
NormalBlink,2016-04-21 19:18:38.936
NormalBlink,2016-04-21 19:18:39.252
NormalBlink,2016-04-21 19:18:40.618
NormalBlink,2016-04-21 19:18:41.000
NormalBlink,2016-04-21 19:18:42.034
NormalBlink,2016-04-21 19:18:42.449
NormalBlink,2016-04-21 19:18:42.783
NormalBlink,2016-04-21 19:18:42.999
NormalBlink,2016-04-21 19:18:43.148
NormalBlink,2016-04-21 19:18:43.298
NormalBlink,2016-04-21 19:18:43.531
NormalBlink,2016-04-21 19:18:43.682
NormalBlink,2016-04-21 19:18:43.998
NormalBlink,2016-04-21 19:18:44.713
NormalBlink,2016-04-21 19:18:45.013
NormalBlink,2016-04-21 19:18:45.250
NormalBlink,2016-04-21 19:18:45.632
NormalBlink,2016-04-21 19:18:45.796
NormalBlink,2016-04-21 19:18:46.345
NormalBlink,2016-04-21 19:18:46.778
NormalBlink,2016-04-21 19:18:47.127
NormalBlink,2016-04-21 19:18:47.444
NormalBlink,2016-04-21 19:18:47.927
NormalBlink,2016-04-21 19:18:48.775
NormalBlink,2016-04-21 19:18:49.009
NormalBlink,2016-04-21 19:18:49.475
NormalBlink,2016-04-21 19:18:49.808
NormalBlink,2016-04-21 19:18:50.574
NormalBlink,2016-04-21 19:18:52.640
NormalBlink,2016-04-21 19:18:53.120
NormalBlink,2016-04-21 19:18:53.287
NormalBlink,2016-04-21 19:18:53.670
NormalBlink,2016-04-21 19:18:54.436
NormalBlink,2016-04-21 19:18:54.835
NormalBlink,2016-04-21 19:18:55.485
NormalBlink,2016-04-21 19:18:55.638
NormalBlink,2016-04-21 19:18:56.117
NormalBlink,2016-04-21 19:18:56.684
NormalBlink,2016-04-21 19:18:57.066
NormalBlink,2016-04-21 19:18:57.632
NormalBlink,2016-04-21 19:18:58.148
NormalBlink,2016-04-21 19:18:58.581
NormalBlink,2016-04-21 19:18:59.381
NormalBlink,2016-04-21 19:18:59.830
LongBlink,2016-04-21 19:19:01.129
NormalBlink,2016-04-21 19:19:02.627
NormalBlink,2016-04-21 19:19:03.227
NormalBlink,2016-04-21 19:19:03.593
LongBlink,2016-04-21 19:19:06.323
LongBlink,2016-04-21 19:19:06.906
NormalBlink,2016-04-21 19:19:07.039
NormalBlink,2016-04-21 19:19:07.173
NormalBlink,2016-04-21 19:19:07.555
NormalBlink,2016-04-21 19:19:08.038
NormalBlink,2016-04-21 19:19:08.754
NormalBlink,2016-04-21 19:19:09.170
NormalBlink,2016-04-21 19:19:09.553
NormalBlink,2016-04-21 19:19:09.719
NormalBlink,2016-04-21 19:19:10.119
NormalBlink,2016-04-21 19:19:10.568
NormalBlink,2016-04-21 19:19:11.234
NormalBlink,2016-04-21 19:19:12.200
NormalBlink,2016-04-21 19:19:12.599
NormalBlink,2016-04-21 19:19:13.332
NormalBlink,2016-04-21 19:19:13.482
NormalBlink,2016-04-21 19:19:13.632
NormalBlink,2016-04-21 19:19:13.765
NormalBlink,2016-04-21 19:19:13.915
NormalBlink,2016-04-21 19:19:14.048
NormalBlink,2016-04-21 19:19:14.198
NormalBlink,2016-04-21 19:19:14.481
NormalBlink,2016-04-21 19:19:14.781
