HOX,HOY,HOZ,LRX,LRY,LSX,LSY,RRX,RRY,RSX,RSY,CRX,CRY,CSX,CSY,IsFixated,State,TimeStamp,,Result
{0,0, 0},{0, 0},{599.2375, 66.1115},{799.7032, 51.0401},{794.0325, 74.8191},{799.7032, 51.0401},{779.6804, 83.7079},TRUE,4,43:11.9,,
{0,0, 0},{0, 0},{0, 0},{760.514, 353.9156},{782.822, 168.2064},{760.514, 353.9156},{760.514, 353.9156},FALSE,4,43:12.0,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.0,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.1,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.1,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.2,,
{0,0, 0},{657.4669, 516.218},{657.4669, 516.218},{730.9728, 518.0264},{769.7083, 256.7677},{694.2198, 517.1222},{694.2198, 517.1222},FALSE,7,43:12.2,,
{0,0, 0},{333.973, 505.8053},{495.5136, 511.005},{485.0787, 375.9731},{711.8033, 281.768},{409.5258, 440.8892},{551.6913, 478.9571},FALSE,7,43:12.3,,
{0,0, 0},{276.2077, 467.4476},{421.8264, 496.4153},{303.9167, 443.8978},{303.9167, 443.8978},{290.0622, 455.6727},{463.8693, 471.098},FALSE,7,43:12.3,,
{0,0, 0},{248.8882, 495.1884},{377.7223, 496.0438},{330.8157, 415.8051},{330.8157, 415.8051},{289.8519, 455.4967},{419.4635, 467.0851},FALSE,7,43:12.3,,
{0,0, 0},{264.1946, 469.7246},{354.0215, 490.6483},{351.0396, 360.8383},{340.9406, 388.2867},{307.6171, 415.2815},{396.0789, 456.4803},FALSE,7,43:12.3,,
{0,0, 0},{259.9139, 458.1732},{259.9139, 458.1732},{335.419, 430.2288},{339.1094, 402.2802},{297.6664, 444.201},{297.6664, 444.201},FALSE,7,43:12.3,,
{0,0, 0},{249.5828, 461.6593},{249.5828, 461.6593},{355.006, 426.7722},{343.1248, 408.4766},{302.2944, 444.2158},{302.2944, 444.2158},FALSE,7,43:12.4,,
{0,0, 0},{282.2657, 468.7325},{265.9451, 465.2004},{344.9847, 343.1581},{343.5313, 395.2655},{313.6252, 405.9453},{307.967, 425.0561},FALSE,7,43:12.4,,
{0,0, 0},{300.3043, 448.4548},{277.4746, 459.6009},{370.5068, 383.8335},{348.1593, 393.2477},{335.4056, 416.1442},{317.1617, 422.0404},FALSE,7,43:12.4,,
{0,0, 0},{274.7, 464.1728},{276.8392, 460.7372},{318.3276, 408.6209},{343.8284, 395.4379},{296.5138, 436.3969},{311.9957, 425.626},FALSE,7,43:12.4,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.6,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.6,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.6,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.6,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.6,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.7,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.7,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.7,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.8,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:12.8,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:12.8,,
{0,0, 0},{0, 0},{220.6705, 367.1726},{358.6539, 383.5137},{345.7693, 393.8419},{358.6539, 383.5137},{321.472, 417.0685},FALSE,4,43:12.9,,
{0,0, 0},{0, 0},{0, 0},{384.9954, 392.8507},{350.4139, 393.6676},{384.9954, 392.8507},{332.3878, 412.8612},TRUE,4,43:12.9,,
{0,0, 0},{0, 0},{0, 0},{733.6059, 495.4718},{733.6059, 495.4718},{733.6059, 495.4718},{733.6059, 495.4718},FALSE,4,43:13.0,,
{0,0, 0},{0, 0},{0, 0},{762.53, 487.4031},{762.53, 487.4031},{762.53, 487.4031},{762.53, 487.4031},FALSE,4,43:13.1,,
{0,0, 0},{0, 0},{0, 0},{763.8084, 485.3329},{763.17, 486.3667},{763.8084, 485.3329},{763.17, 486.3667},FALSE,4,43:13.2,,
{0,0, 0},{0, 0},{0, 0},{762.2934, 497.2351},{762.8776, 490.0032},{762.2934, 497.2351},{762.8776, 490.0032},FALSE,4,43:13.2,,
{0,0, 0},{833.173, 481.8807},{169.1857, 97.8516},{883.9772, 501.8201},{793.4226, 492.9963},{858.5751, 491.8504},{787.0154, 490.4816},FALSE,7,43:13.2,,
{0,0, 0},{827.5072, 460.0786},{827.5072, 460.0786},{892.0715, 517.4458},{813.6396, 497.9891},{859.7894, 488.7622},{801.9392, 490.1453},FALSE,7,43:13.3,,
{0,0, 0},{798.6425, 516.6255},{798.6425, 516.6255},{900.7857, 516.2242},{828.8253, 501.1643},{849.7141, 516.4248},{810.3333, 494.6353},TRUE,7,43:13.3,,
{0,0, 0},{810.0978, 516.6724},{804.3774, 516.649},{851.5992, 529.5119},{832.6195, 505.4369},{830.8485, 523.0922},{813.657, 498.89},TRUE,7,43:13.3,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:13.4,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:13.4,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:13.4,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:13.4,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:13.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,8,43:13.5,,
{0,0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},{0, 0},FALSE,4,43:13.5,,
{0,0, 0},{802.4172, 476.331},{803.7311, 503.1526},{0, 0},{0, 0},{802.4172, 476.331},{812.4845, 496.0464},TRUE,4,43:13.5,,
{0,0, 0},{775.4908, 501.2641},{796.6127, 502.6249},{0, 0},{0, 0},{775.4908, 501.2641},{808.3713, 496.7044},TRUE,4,43:13.6,,
{0,0, 0},{817.4266, 514.3284},{800.7997, 504.9578},{873.9018, 536.5369},{437.5082, 268.6106},{845.6642, 525.4327},{812.5023, 499.8369},TRUE,7,43:13.7,,
{0,0, 0},{800.2602, 517.3918},{801.5481, 510.6317},{863.2496, 518.847},{648.8508, 391.8718},{831.7549, 518.1194},{815.8998, 503.3977},TRUE,7,43:13.8,,
{0,0, 0},{808.4731, 510.1336},{802.4608, 510.6129},{833.781, 510.9745},{687.6929, 416.8245},{821.1271, 510.5541},{816.5719, 504.1784},TRUE,7,43:13.8,,
{0,0, 0},{794.8744, 516.5284},{801.5901, 511.3484},{839.4927, 504.3255},{839.4927, 504.3255},{817.1835, 510.427},{816.8297, 504.8537},TRUE,7,43:13.8,,
{0,0, 0},{809.6979, 480.3555},{799.0366, 506.4783},{853.3396, 524.5444},{841.675, 518.4016},{831.5188, 502.45},{816.922, 504.7767},TRUE,7,43:13.9,,
{0,0, 0},{809.8996, 519.0334},{800.0013, 507.5756},{822.7916, 523.5541},{835.3737, 520.1368},{816.3456, 521.2937},{817.0282, 506.0912},TRUE,7,43:13.9,,
{0,0, 0},{793.3564, 538.4481},{799.5416, 511.2551},{829.4096, 503.5446},{836.8931, 517.7139},{811.3831, 520.9963},{817.4272, 508.5496},TRUE,7,43:13.9,,
{0,0, 0},{788.3098, 512.1196},{798.6414, 511.3975},{825.9843, 536.1472},{835.0275, 520.8427},{807.147, 524.1334},{816.8539, 509.7759},TRUE,7,43:13.9,,
{0,0, 0},{826.1151, 508.3682},{800.6547, 511.2425},{854.9351, 517.6272},{837.9415, 520.3887},{840.5251, 512.9977},{818.442, 510.2061},TRUE,7,43:14.0,,
{0,0, 0},{801.5358, 551.7662},{800.0021, 516.2034},{863.1929, 511.1672},{840.9195, 517.6718},{832.3643, 531.4667},{819.224, 512.7266},TRUE,7,43:14.0,,
{0,0, 0},{773.0101, 522.3909},{798.1769, 516.8359},{857.8719, 520.4329},{842.8044, 517.9361},{815.441, 521.4119},{819.1094, 513.5193},TRUE,7,43:14.0,,
{0,0, 0},{794.7676, 537.0792},{797.8862, 518.386},{854.1834, 535.7569},{844.0275, 519.6782},{824.4755, 536.418},{819.5257, 515.1607},TRUE,7,43:14.0,,
{0,0, 0},{788.8069, 502.7341},{797.2309, 517.6323},{847.042, 515.7325},{844.418, 519.332},{817.9244, 509.2333},{820.2235, 515.4521},TRUE,7,43:14.0,,
{0,0, 0},{791.5012, 517.9005},{796.7795, 517.8459},{860.2107, 526.1802},{845.8977, 519.9344},{825.856, 522.0403},{821.2831, 516.4613},TRUE,7,43:14.1,,
{0,0, 0},{807.0044, 507.1142},{797.313, 517.3638},{833.4297, 505.1609},{845.0089, 518.7439},{820.217, 506.1376},{821.9325, 516.2929},TRUE,7,43:14.1,,
{0,0, 0},{778.2162, 545.3754},{796.0833, 519.2094},{861.1038, 509.9915},{846.3636, 518.0463},{819.66, 527.6835},{821.2887, 517.4303},TRUE,7,43:14.1,,
{0,0, 0},{785.7985, 538.0485},{795.3535, 520.5414},{840.3372, 514.7988},{846.0363, 517.7702},{813.0679, 526.4236},{820.3001, 518.4697},TRUE,7,43:14.1,,
{0,0, 0},{811.3799, 508.1944},{796.1429, 520.0842},{846.7731, 521.036},{846.1886, 517.9673},{829.0765, 514.6152},{820.4604, 518.3979},TRUE,7,43:14.1,,
{0,0, 0},{808.5947, 497.9256},{796.8196, 519.9815},{831.1172, 500.0135},{845.2283, 517.8571},{819.856, 498.9696},{820.7581, 518.6107},TRUE,7,43:14.2,,
{0,0, 0},{808.0371, 542.9872},{797.7517, 521.6525},{841.888, 508.7466},{845.0408, 517.2247},{824.9625, 525.8669},{821.595, 519.2901},TRUE,7,43:14.2,,
{0,0, 0},{794.9615, 550.5182},{797.3564, 523.5729},{834.1534, 534.0643},{844.3581, 518.2555},{814.5574, 542.2913},{820.8781, 520.6274},TRUE,7,43:14.2,,
{0,0, 0},{803.1242, 534.4529},{797.619, 524.293},{844.8905, 519.3929},{844.3765, 518.3208},{824.0073, 526.9229},{821.0029, 521.1309},TRUE,7,43:14.2,,
{0,0, 0},{825.8489, 521.7009},{798.4592, 524.8312},{835.9959, 515.3741},{843.0149, 517.749},{830.9224, 518.5375},{820.7127, 521.1973},TRUE,7,43:14.3,,
{0,0, 0},{796.1428, 538.9706},{798.4702, 525.9178},{849.4009, 533.3489},{843.3237, 518.6631},{822.7719, 536.1597},{820.8969, 522.2906},TRUE,7,43:14.3,,
{0,0, 0},{807.6288, 496.381},{799.4899, 524.709},{853.4653, 485.1471},{844.0387, 516.7484},{830.547, 490.764},{821.7645, 520.7287},TRUE,7,43:14.4,,
{0,0, 0},{824.6383, 504.5475},{800.777, 524.7424},{840.1532, 548.0583},{844.1245, 518.2272},{832.3958, 526.3029},{822.4506, 521.4849},TRUE,7,43:14.4,,
{0,0, 0},{785.7102, 519.923},{800.0239, 524.4337},{838.2693, 522.9992},{843.6657, 518.4616},{811.9897, 521.4611},{821.8448, 521.4477},TRUE,7,43:14.4,,
{0,0, 0},{805.1393, 523.3438},{800.5223, 524.1323},{841.8859, 519.3396},{843.6767, 518.7421},{823.5126, 521.3417},{822.0994, 521.4372},TRUE,7,43:14.4,,
{0,0, 0},{817.2061, 510.537},{801.7831, 523.4089},{859.8395, 526.9694},{844.7942, 519.0572},{838.5228, 518.7532},{823.2886, 521.233},TRUE,7,43:14.5,,
{0,0, 0},{802.0442, 471.8453},{801.8159, 519.8076},{835.0989, 535.8267},{844.1681, 519.8605},{818.5715, 503.836},{822.9919, 519.834},TRUE,7,43:14.5,,
{0,0, 0},{811.851, 513.8945},{802.5443, 518.8238},{853.9523, 537.0834},{844.4791, 521.078},{832.9016, 525.489},{823.5117, 519.9508},TRUE,7,43:14.5,,
{0,0, 0},{803.8947, 501.8838},{803.1243, 517.547},{856.1716, 519.8654},{845.0231, 521.1252},{830.0331, 510.8746},{824.0735, 519.3361},TRUE,7,43:14.5,,
{0,0, 0},{806.5405, 506.4471},{802.7452, 517.8999},{859.9134, 513.7755},{846.3143, 520.9641},{833.2269, 510.1113},{824.5298, 519.4319},TRUE,7,43:14.6,,
{0,0, 0},{785.7364, 542.957},{802.2851, 518.5863},{852.0008, 524.0154},{845.3825, 521.2245},{818.8686, 533.4862},{823.8339, 519.9054},TRUE,7,43:14.5,,
{0,0, 0},{787.2195, 530.0048},{801.9827, 518.4385},{840.4349, 492.6026},{845.9088, 519.2835},{813.8271, 511.3037},{823.9456, 518.861},TRUE,7,43:14.6,,
{0,0, 0},{805.6567, 518.637},{802.1176, 518.4457},{851.7473, 531.1251},{846.5208, 520.1753},{828.702, 524.881},{824.3193, 519.3105},TRUE,7,43:14.6,,
{0,0, 0},{804.1472, 524.3573},{802.5195, 518.3324},{851.7212, 536.866},{846.7625, 521.3247},{827.9342, 530.6116},{824.6409, 519.8286},TRUE,7,43:14.6,,
{0,0, 0},{791.4221, 523.9167},{802.0264, 518.3417},{836.2189, 501.2057},{846.3351, 520.25},{813.8205, 512.5612},{824.1808, 519.2957},TRUE,7,43:14.6,,
{0,0, 0},{811.4886, 526.1329},{802.4059, 518.8915},{864.9792, 528.3549},{847.5346, 520.7169},{838.2339, 527.2439},{824.9702, 519.8043},TRUE,7,43:14.6,,
{0,0, 0},{802.4171, 519.0298},{802.3845, 518.7982},{867.4944, 536.8173},{848.8978, 521.5192},{834.9557, 527.9235},{825.6411, 520.1587},TRUE,7,43:14.7,,
{0,0, 0},{789.6658, 547.8464},{801.5088, 520.7896},{851.2708, 519.4559},{849.4272, 521.7226},{820.4683, 533.6511},{825.4679, 521.2561},TRUE,7,43:14.7,,
{0,0, 0},{796.6984, 512.6734},{801.078, 520.0885},{862.6992, 526.192},{850.4655, 522.1843},{829.6989, 519.4327},{825.7717, 521.1364},TRUE,7,43:14.7,,
{0,0, 0},{791.7878, 536.2245},{800.5284, 520.7474},{874.6245, 524.5911},{852.2841, 522.2166},{833.2062, 530.4078},{826.4062, 521.4819},TRUE,7,43:14.7,,
{0,0, 0},{790.9252, 547.2975},{799.8264, 522.3088},{860.708, 523.3284},{853.0881, 522.3659},{825.8166, 535.3129},{826.4571, 522.3373},TRUE,7,43:14.7,,
{0,0, 0},{862.1305, 545.8334},{803.6472, 523.8918},{908.5833, 544.6199},{856.9046, 523.8758},{885.3569, 545.2267},{830.2758, 523.8839},TRUE,7,43:14.7,,
{0,0, 0},{844.1615, 513.6086},{805.8612, 523.5723},{880.5071, 531.1094},{858.9076, 524.5074},{862.3344, 522.359},{832.3844, 524.0399},TRUE,7,43:14.8,,
{0,0, 0},{846.2811, 533.712},{808.5925, 524.2218},{892.9839, 519.3183},{861.4294, 524.1887},{869.6324, 526.5151},{835.0109, 524.2052},TRUE,7,43:14.8,,
{0,0, 0},{846.9434, 511.847},{813.1671, 523.5145},{888.7755, 504.4329},{865.6906, 523.2563},{867.8595, 508.14},{839.4288, 523.3855},TRUE,7,43:14.8,,
{0,0, 0},{834.9283, 514.1123},{810.4675, 524.2095},{887.5261, 516.7943},{863.5186, 524.3109},{861.2272, 515.4532},{836.993, 524.26},TRUE,7,43:14.8,,
{0,0, 0},{836.9736, 516.1192},{814.8748, 523.4481},{880.9589, 534.5372},{867.4125, 523.597},{858.9663, 525.3282},{841.1436, 523.5226},TRUE,7,43:14.8,,
{0,0, 0},{822.1492, 537.1323},{816.1422, 524.4072},{889.014, 520.3554},{869.5478, 523.4296},{855.5817, 528.7438},{842.8452, 523.9184},TRUE,7,43:14.9,,
{0,0, 0},{831.7664, 532.6692},{817.6593, 525.0321},{880.2122, 551.5501},{871.0097, 525.1777},{855.9893, 542.1096},{844.3344, 525.1049},TRUE,7,43:14.9,,
{0,0, 0},{829.3389, 470.8394},{818.8184, 522.0765},{886.0282, 538.3387},{872.5045, 526.0261},{857.6836, 504.589},{845.6615, 524.0514},TRUE,7,43:14.9,,
{0,0, 0},{850.6262, 523.4016},{821.419, 522.1443},{876.8846, 528.717},{873.5526, 526.4899},{863.7554, 526.0593},{847.4858, 524.3171},TRUE,7,43:14.9,,
{0,0, 0},{827.6893, 504.0164},{822.5267, 521.6131},{889.6021, 522.8319},{875.3952, 526.2565},{858.6458, 513.4241},{848.9609, 523.9348},TRUE,7,43:14.9,,
{0,0, 0},{831.7977, 528.335},{823.6747, 521.9561},{908.2551, 504.9093},{878.0169, 524.9355},{870.0264, 516.6221},{850.8458, 523.4459},TRUE,7,43:15.0,,
{0,0, 0},{829.4911, 505.5964},{824.7078, 521.0783},{879.2468, 530.2388},{878.7825, 525.3552},{854.369, 517.9176},{851.7452, 523.2168},TRUE,7,43:15.0,,
{0,0, 0},{851.3206, 513.5527},{826.9472, 520.3933},{886.0057, 544.6401},{880.7579, 526.0145},{868.6632, 529.0964},{853.8525, 523.2039},TRUE,7,43:15.1,,
{0,0, 0},{830.2178, 490.255},{827.9555, 518.2839},{891.8798, 522.7316},{882.2237, 526.2687},{861.0488, 506.4933},{855.0896, 522.2763},TRUE,7,43:15.1,,
{0,0, 0},{812.106, 524.3572},{824.8312, 520.8117},{884.1225, 513.1083},{879.8068, 524.6788},{848.1143, 518.7328},{852.319, 522.7453},TRUE,7,43:15.0,,
{0,0, 0},{832.3474, 531.4499},{828.7616, 518.8282},{889.767, 510.5842},{883.3203, 525.2674},{861.0573, 521.017},{856.0411, 522.0479},TRUE,7,43:15.1,,
{0,0, 0},{839.5583, 515.3267},{829.9465, 518.3588},{873.4388, 518.3839},{883.3519, 524.6741},{856.4985, 516.8552},{856.6493, 521.5165},TRUE,7,43:15.1,,
{0,0, 0},{838.4445, 469.6823},{831.1465, 515.1848},{884.8138, 531.9776},{884.1774, 525.3538},{861.6292, 500.83},{857.6619, 520.2692},TRUE,7,43:15.1,,
{0,0, 0},{688.7711, 457.384},{688.7711, 457.384},{764.8276, 506.3359},{874.9013, 524.3253},{726.7993, 481.86},{846.8102, 518.458},TRUE,7,43:15.2,,
{0,0, 0},{628.8297, 478.8556},{628.8297, 478.8556},{700.7529, 502.9596},{700.7529, 502.9596},{664.7913, 490.9076},{664.7913, 490.9076},FALSE,7,43:15.2,,
