HOX,HOY,HOZ,LRX,LRY,LSX,LSY,RRX,RRY,RSX,RSY,CRX,CRY,CSX,CSY,IsFixated,State,TimeStamp,,Result
{0,0, 0},{631.7568, 473.369},{630.2951, 476.1088},{715.7817, 484.2392},{715.7817, 484.2392},{673.7693, 478.8041},{673.7693, 478.8041},FALSE,7,43:15.2,,
{0,0, 0},{618.6942, 499.9839},{626.4142, 484.0963},{748.2697, 484.1347},{732.0464, 484.1869},{683.4819, 492.0593},{678.6318, 485.4401},FALSE,7,43:15.2,,
{0,0, 0},{618.5681, 481.498},{624.4222, 483.4679},{720.2191, 490.8228},{728.1149, 486.4082},{669.3936, 486.1604},{675.5476, 485.6925},FALSE,7,43:15.3,,
{0,0, 0},{637.506, 539.5191},{627.0568, 494.8672},{709.1743, 496.1773},{723.3428, 488.8806},{673.3401, 517.8482},{674.9852, 493.8125},FALSE,7,43:15.3,,
{0,0, 0},{634.8967, 497.1489},{628.3979, 495.3663},{714.1393, 475.5178},{721.4492, 486.1888},{674.518, 486.3334},{674.8824, 492.3503},FALSE,7,43:15.3,,
{0,0, 0},{631.3437, 505.1963},{628.8505, 496.9149},{699.9169, 487.23},{717.7402, 486.3615},{665.6302, 496.2131},{673.2969, 493.0432},TRUE,7,43:15.3,,
{0,0, 0},{646.7468, 486.7512},{631.2089, 495.6909},{695.2429, 472.1768},{714.3491, 484.2654},{670.9949, 479.464},{672.934, 491.0746},TRUE,7,43:15.3,,
{0,0, 0},{641.2983, 483.2993},{633.8775, 493.852},{735.5525, 467.4314},{717.2067, 485.1478},{688.4254, 475.3653},{675.7833, 490.2168},TRUE,7,43:15.4,,
{0,0, 0},{624.7523, 494.1227},{633.0617, 493.896},{725.8856, 482.8013},{718.1081, 484.8757},{675.319, 488.462},{675.7609, 490.0111},TRUE,7,43:15.4,,
{0,0, 0},{626.5484, 492.2947},{632.52, 493.7625},{719.2899, 495.8682},{718.2181, 485.9411},{672.9192, 494.0814},{675.5034, 490.394},TRUE,7,43:15.4,,
{0,0, 0},{623.1237, 515.8739},{631.7437, 495.6895},{733.6686, 490.1602},{719.6423, 486.3334},{678.3961, 503.0171},{675.7863, 491.5498},TRUE,7,43:15.5,,
{0,0, 0},{631.6208, 484.9898},{631.7468, 494.8667},{714.4232, 506.0237},{719.2231, 488.0546},{673.022, 495.5067},{675.5673, 491.912},TRUE,7,43:15.5,,
{0,0, 0},{630.7537, 490.3639},{631.6796, 494.5403},{711.5627, 515.338},{718.6144, 490.3526},{671.1582, 502.8509},{675.2179, 492.8372},TRUE,7,43:15.5,,
{0,0, 0},{649.6558, 485.1909},{633.0329, 493.8515},{721.4314, 505.0573},{718.8369, 491.6197},{685.5436, 495.1241},{676.0275, 493.0661},TRUE,7,43:15.5,,
{0,0, 0},{666.51, 464.2744},{635.4953, 491.705},{705.6594, 520.3806},{717.8585, 493.9188},{686.0847, 492.3275},{676.8069, 493.0625},TRUE,7,43:15.5,,
{0,0, 0},{651.7741, 441.9879},{636.7557, 488.152},{714.1624, 501.4869},{717.5693, 494.6678},{682.9683, 471.7374},{677.2993, 491.5704},TRUE,7,43:15.5,,
{0,0, 0},{627.3811, 514.2368},{636.2785, 489.7112},{749.8563, 522.4163},{719.7909, 496.8106},{688.6187, 518.3265},{678.1483, 493.4266},TRUE,7,43:15.6,,
{0,0, 0},{626.1096, 505.3251},{635.7316, 490.6101},{732.2286, 493.4238},{720.6847, 496.8438},{679.1691, 499.3745},{678.3012, 493.8854},TRUE,7,43:15.6,,
{0,0, 0},{642.9825, 479.6394},{636.2865, 489.8215},{755.5198, 499.4492},{723.0615, 497.2514},{699.2511, 489.5443},{679.7626, 493.6667},TRUE,7,43:15.6,,
{0,0, 0},{649.3964, 499.0019},{637.212, 490.2953},{725.3523, 490.5734},{723.3749, 497.0467},{687.3744, 494.7877},{680.381, 493.7906},TRUE,7,43:15.6,,
{0,0, 0},{633.2811, 485.3869},{637.0934, 489.9177},{725.1304, 497.4029},{723.649, 497.2592},{679.2057, 491.3949},{680.4471, 493.69},TRUE,7,43:15.6,,
{0,0, 0},{638.4995, 505.182},{637.2836, 490.7675},{726.8707, 516.3887},{724.0071, 498.6179},{682.6851, 510.7853},{680.7133, 494.7883},TRUE,7,43:15.6,,
{0,0, 0},{636.6368, 494.8891},{637.3437, 490.9827},{734.5042, 510.2834},{724.8038, 499.5371},{685.5705, 502.5863},{681.1334, 495.3449},TRUE,7,43:15.7,,
{0,0, 0},{647.1591, 487.8325},{638.1263, 490.9249},{724.6544, 492.7825},{724.9695, 499.3524},{685.9067, 490.3075},{681.5479, 495.1386},TRUE,7,43:15.7,,
{0,0, 0},{654.8954, 514.666},{639.3116, 492.534},{730.7069, 493.1898},{725.5901, 499.3524},{692.8011, 503.9279},{682.4508, 495.9432},TRUE,7,43:15.7,,
{0,0, 0},{645.8533, 497.843},{640.0877, 492.7849},{729.694, 511.93},{725.7202, 500.4326},{687.7737, 504.8865},{682.9038, 496.6087},TRUE,7,43:15.7,,
{0,0, 0},{634.4838, 505.0067},{640.1349, 493.706},{741.7579, 497.1179},{726.9315, 500.4952},{688.1208, 501.0623},{683.5332, 497.1006},TRUE,7,43:15.8,,
{0,0, 0},{638.3117, 492.0862},{640.136, 493.1243},{730.9036, 498.1482},{727.5912, 500.5198},{684.6077, 495.1172},{683.8636, 496.8221},TRUE,7,43:15.8,,
{0,0, 0},{654.4246, 498.8232},{641.1241, 493.5309},{732.3446, 490.1718},{728.2242, 500.293},{693.3846, 494.4975},{684.6741, 496.912},TRUE,7,43:15.8,,
{0,0, 0},{655.6561, 517.3699},{642.2112, 494.9491},{730.3746, 493.1212},{728.8679, 500.0491},{693.0154, 505.2456},{685.5395, 497.4991},TRUE,7,43:15.8,,
{0,0, 0},{653.4266, 504.9416},{642.9485, 495.8467},{731.9062, 498.9183},{729.5962, 500.3103},{692.6664, 501.93},{686.2724, 498.0785},TRUE,7,43:15.8,,
{0,0, 0},{641.5341, 489.1892},{642.9839, 495.727},{755.774, 472.8532},{731.3998, 498.5093},{698.6541, 481.0212},{687.1918, 497.1182},TRUE,7,43:15.8,,
{0,0, 0},{680.9011, 461.2648},{645.7975, 493.3212},{741.7488, 456.3597},{734.2816, 495.249},{711.325, 458.8123},{690.0396, 494.2851},TRUE,7,43:15.9,,
{0,0, 0},{643.6473, 482.2249},{643.1799, 495.238},{763.8289, 481.204},{733.4531, 497.7376},{703.7381, 481.7144},{688.3165, 496.4878},TRUE,7,43:15.9,,
{0,0, 0},{655.5267, 502.6717},{648.5624, 494.0973},{733.2117, 499.9635},{735.212, 494.7516},{694.3692, 501.3176},{691.8874, 494.4245},TRUE,7,43:15.9,,
{0,0, 0},{667.7248, 501.1663},{647.5522, 493.8128},{740.5226, 490.9102},{735.0789, 494.678},{704.1237, 496.0382},{691.3156, 494.2454},TRUE,7,43:15.9,,
{0,0, 0},{663.7201, 507.9776},{649.8998, 495.1011},{761.8295, 499.5455},{737.2721, 494.6303},{712.7748, 503.7615},{693.5861, 494.8657},TRUE,7,43:15.9,,
{0,0, 0},{636.9996, 472.0515},{650.7034, 493.2324},{738.3995, 504.2194},{737.2755, 493.5705},{687.6995, 488.1354},{693.9894, 493.4016},TRUE,7,43:16.0,,
{0,0, 0},{649.8746, 442.0257},{650.6528, 490.4618},{757.8806, 490.885},{739.0377, 492.9076},{703.8776, 466.4553},{694.8453, 491.6846},TRUE,7,43:16.0,,
{0,0, 0},{649.1473, 478.9116},{650.7395, 490.1433},{755.8692, 490.9814},{740.507, 492.5454},{702.5083, 484.9465},{695.6233, 491.3443},TRUE,7,43:16.0,,
{0,0, 0},{673.0796, 483.1201},{652.539, 489.1422},{747.0737, 501.5735},{740.955, 492.5977},{710.0767, 492.3468},{696.7471, 490.8699},TRUE,7,43:16.0,,
{0,0, 0},{644.5484, 428.6372},{652.577, 485.0407},{742.0956, 495.0474},{741.314, 492.6734},{693.322, 461.8423},{696.9454, 488.857},TRUE,7,43:16.0,,
{0,0, 0},{648.4753, 513.8529},{652.582, 486.4333},{742.1918, 498.8376},{741.3602, 492.9156},{695.3336, 506.3452},{696.971, 489.6744},TRUE,7,43:16.0,,
{0,0, 0},{665.7011, 488.0449},{653.5112, 486.0652},{734.2814, 484.1618},{741.3001, 492.4034},{699.9913, 486.1033},{697.4056, 489.2343},TRUE,7,43:16.1,,
{0,0, 0},{658.8971, 446.7037},{654.2056, 483.4324},{735.1071, 495.3877},{741.2471, 492.4872},{697.0021, 471.0457},{697.7263, 487.9598},TRUE,7,43:16.1,,
{0,0, 0},{670.6568, 478.3527},{656.9263, 480.9254},{713.8889, 496.347},{739.3316, 491.5716},{692.2728, 487.3499},{698.1289, 486.2485},TRUE,7,43:16.1,,
{0,0, 0},{664.7064, 490.9958},{657.6628, 481.103},{731.7146, 487.1073},{738.9929, 491.3031},{698.2105, 489.0515},{698.3279, 486.2031},TRUE,7,43:16.2,,
{0,0, 0},{633.9904, 460.5213},{656.4269, 479.1726},{725.3601, 485.0425},{738.1778, 490.9077},{679.6753, 472.7819},{697.3023, 485.0403},TRUE,7,43:16.2,,
{0,0, 0},{657.1136, 467.1606},{656.6732, 477.9382},{736.6547, 496.5909},{738.0485, 490.9812},{696.8842, 481.8757},{697.3606, 484.4596},TRUE,7,43:16.2,,
{0,0, 0},{673.0319, 454.1666},{657.9872, 475.9022},{744.9193, 493.8544},{738.2669, 491.1021},{708.9756, 474.0105},{698.127, 483.5021},TRUE,7,43:16.2,,
{0,0, 0},{661.4014, 460.2449},{658.5106, 474.4693},{737.4313, 494.5522},{738.1855, 491.2574},{699.4164, 477.3986},{698.348, 482.8634},TRUE,7,43:16.3,,
{0,0, 0},{679.4532, 459.4195},{662.5461, 470.2032},{742.3601, 511.3031},{737.5977, 493.8141},{710.9066, 485.3613},{700.0719, 482.0086},TRUE,7,43:16.4,,
{0,0, 0},{673.595, 470.817},{663.6586, 469.7611},{743.86, 501.7071},{737.624, 494.6896},{708.7275, 486.262},{700.6413, 482.2253},TRUE,7,43:16.4,,
{0,0, 0},{663.4238, 441.6187},{664.0825, 467.7064},{756.2763, 470.8368},{738.3422, 493.5598},{709.8501, 456.2277},{701.2123, 480.633},TRUE,7,43:16.5,,
{0,0, 0},{664.5355, 462.1003},{664.0703, 467.1871},{744.8638, 488.5031},{738.694, 493.7632},{704.6996, 475.3017},{701.3822, 480.4752},TRUE,7,43:16.5,,
{0,0, 0},{680.0394, 460.4437},{665.1589, 466.1028},{726.8493, 499.5988},{737.9872, 494.15},{703.4443, 480.0212},{701.573, 480.1263},TRUE,7,43:16.5,,
{0,0, 0},{660.4976, 461.8621},{665.2054, 465.1693},{759.7805, 475.4208},{739.3547, 492.9675},{710.139, 468.6415},{702.2802, 479.0683},TRUE,7,43:16.5,,
{0,0, 0},{681.7227, 475.2231},{666.3896, 465.0572},{762.2241, 458.938},{740.5131, 490.8098},{721.9734, 467.0806},{703.4514, 477.9334},TRUE,7,43:16.6,,
{0,0, 0},{775.7257, 496.3532},{673.1762, 466.6207},{820.5272, 506.9096},{745.7057, 491.7855},{798.1265, 501.6314},{709.441, 479.2031},TRUE,7,43:16.6,,
{0,0, 0},{748.8628, 460.2002},{678.6511, 466.1648},{828.4631, 496.343},{751.106, 491.8256},{788.663, 478.2716},{714.8787, 478.9952},TRUE,7,43:16.6,,
{0,0, 0},{769.9631, 506.2172},{692.492, 470.4196},{843.7487, 513.3003},{763.4235, 494.0041},{806.856, 509.7588},{727.9577, 482.2119},TRUE,7,43:16.7,,
{0,0, 0},{775.1945, 477.8722},{698.7219, 470.8809},{831.727, 495.3296},{768.7236, 494.0381},{803.4608, 486.6009},{733.7228, 482.4596},TRUE,7,43:16.7,,
{0,0, 0},{791.6115, 469.7367},{706.1448, 471.5258},{836.954, 475.293},{774.2682, 492.9561},{814.2828, 472.5149},{740.2067, 482.2411},TRUE,7,43:16.7,,
{0,0, 0},{810.4651, 463.046},{720.8034, 468.1984},{846.2382, 473.516},{785.1615, 490.9401},{828.3516, 468.281},{752.9825, 479.5692},TRUE,7,43:16.8,,
{0,0, 0},{780.4773, 495.8148},{726.7014, 470.1917},{862.9863, 484.8544},{791.7943, 490.4317},{821.7318, 490.3346},{759.2479, 480.3117},TRUE,7,43:16.8,,
{0,0, 0},{783.808, 495.7736},{732.3555, 471.92},{825.2477, 501.0088},{795.9816, 491.0767},{804.5278, 498.3912},{764.1685, 481.4983},TRUE,7,43:16.8,,
{0,0, 0},{787.6198, 493.7963},{738.0098, 473.3325},{850.681, 507.8648},{801.6414, 491.9482},{819.1504, 500.8305},{769.8256, 482.6404},TRUE,7,43:16.8,,
{0,0, 0},{774.512, 484.5332},{742.668, 474.0217},{859.4282, 501.5207},{807.3183, 492.5647},{816.9701, 493.0269},{774.993, 483.2933},TRUE,7,43:16.8,,
{0,0, 0},{767.8351, 474.5511},{747, 474.4825},{866.8686, 479.7375},{813.246, 491.8925},{817.3518, 477.1443},{780.1229, 483.1876},TRUE,7,43:16.9,,
{0,0, 0},{789.4723, 458.9974},{752.0022, 473.8771},{867.7179, 481.2576},{818.7932, 491.1635},{828.5951, 470.1275},{785.3978, 482.5203},TRUE,7,43:16.9,,
{0,0, 0},{788.2566, 480.3118},{756.4261, 474.6736},{848.4288, 504.4256},{822.7946, 491.8741},{818.3427, 492.3687},{789.6103, 483.2739},TRUE,7,43:16.9,,
{0,0, 0},{786.7178, 472.0932},{760.6118, 474.8479},{863.4656, 502.3573},{827.5135, 492.4609},{825.0917, 487.2252},{794.0627, 483.6544},TRUE,7,43:16.9,,
{0,0, 0},{780.3273, 490.7613},{763.9463, 475.8745},{866.5289, 475.5397},{832.2229, 491.3442},{823.4281, 483.1505},{798.0847, 483.6093},TRUE,7,43:17.0,,
{0,0, 0},{761.7604, 492.1848},{765.7769, 477.3861},{852.1426, 495.2954},{835.7023, 491.435},{806.9515, 493.7401},{800.7395, 484.4106},TRUE,7,43:17.0,,
{0,0, 0},{779.511, 464.8542},{768.4713, 477.0078},{845.6592, 480.6026},{838.4081, 490.5511},{812.5851, 472.7284},{803.4397, 483.7795},TRUE,7,43:17.1,,
{0,0, 0},{778.9683, 490.1107},{770.9548, 477.9634},{842.933, 499.5156},{840.6621, 490.9513},{810.9507, 494.8131},{805.8085, 484.4574},TRUE,7,43:17.1,,
{0,0, 0},{770.674, 477.3608},{772.8168, 478.4841},{823.9911, 498.4603},{841.371, 491.6784},{797.3326, 487.9106},{807.0939, 485.0813},TRUE,7,43:17.1,,
{0,0, 0},{761.6005, 475.3273},{773.8721, 478.5637},{862.4268, 510.8731},{844.3083, 492.9},{812.0137, 493.1002},{809.0902, 485.7318},TRUE,7,43:17.1,,
{0,0, 0},{804.916, 475.2205},{777.1146, 478.6239},{855.9813, 520.8452},{846.8539, 494.5745},{830.4487, 498.0328},{811.9843, 486.5992},TRUE,7,43:17.2,,
{0,0, 0},{780.0882, 493.748},{778.9151, 479.7478},{852.0131, 499.4495},{848.5188, 495.257},{816.0507, 496.5988},{813.7168, 487.5024},TRUE,7,43:17.2,,
{0,0, 0},{794.087, 491.1489},{781.0903, 480.5234},{860.0486, 493.623},{850.4608, 495.7466},{827.0677, 492.386},{815.7756, 488.135},TRUE,7,43:17.2,,
{0,0, 0},{791.1367, 466.2151},{781.7805, 479.5316},{843.0759, 496.0956},{850.5105, 495.7323},{817.1063, 481.1553},{816.1454, 487.6319},TRUE,7,43:17.2,,
{0,0, 0},{811.7904, 459.9918},{784.028, 478.6277},{851.7956, 501.7768},{850.9246, 496.1968},{831.793, 480.8843},{817.4763, 487.4122},TRUE,7,43:17.2,,
{0,0, 0},{782.4664, 484.8188},{783.9942, 478.7537},{850.6097, 517.9871},{850.9785, 497.4817},{816.538, 501.403},{817.4863, 488.1177},TRUE,7,43:17.3,,
{0,0, 0},{933.7602, 479.7268},{933.7602, 479.7268},{984.9988, 517.9818},{984.9988, 517.9818},{959.3795, 498.8543},{959.3795, 498.8543},FALSE,7,43:17.3,,
{0,0, 0},{954.3823, 492.2802},{954.3823, 492.2802},{989.3038, 493.4202},{989.3038, 493.4202},{971.843, 492.8502},{971.843, 492.8502},FALSE,7,43:17.3,,
{0,0, 0},{952.0739, 523.6473},{953.2266, 507.9837},{1005.9824, 524.1266},{997.6537, 508.793},{979.0282, 523.887},{975.4402, 508.3883},FALSE,7,43:17.3,,
{0,0, 0},{950.4243, 541.9996},{953.5914, 517.8784},{994.5465, 500.0238},{997.8571, 504.0431},{972.4854, 521.0117},{975.7242, 510.9608},FALSE,7,43:17.4,,
{0,0, 0},{957.4973, 513.0516},{954.6543, 509.7068},{1001.4929, 498.5505},{998.9531, 505.3904},{979.4951, 505.801},{976.8037, 507.5486},FALSE,7,43:17.3,,
{0,0, 0},{930.6302, 522.9648},{945.1722, 515.1901},{986.8659, 518.2687},{995.358, 507.7819},{958.748, 520.6168},{970.2651, 511.486},TRUE,7,43:17.4,,
{0,0, 0},{947.0115, 529.037},{944.5244, 517.1602},{965.5773, 516.9714},{989.7778, 509.4315},{956.2944, 523.0042},{967.1511, 513.2958},TRUE,7,43:17.4,,
{0,0, 0},{946.4263, 519.2606},{944.3987, 515.4616},{987.0915, 490.7874},{990.0616, 510.5278},{966.7589, 505.024},{967.2302, 512.9947},TRUE,7,43:17.5,,
{0,0, 0},{962.0568, 503.0152},{946.1022, 514.2449},{993.3835, 500.6426},{990.3212, 509.5916},{977.7202, 501.8289},{968.2118, 511.9182},TRUE,7,43:17.5,,
{0,0, 0},{926.8229, 515.2534},{944.3202, 514.3246},{1006.4924, 517.01},{991.7594, 510.2932},{966.6577, 516.1317},{968.0399, 512.3088},TRUE,7,43:17.5,,
{0,0, 0},{936.9043, 503.2081},{942.0284, 514.3313},{961.8197, 513.4654},{989.037, 510.3032},{949.362, 508.3368},{965.5327, 512.3173},TRUE,7,43:17.5,,
{0,0, 0},{931.1356, 503.942},{941.0865, 513.5039},{1003.6193, 531.5025},{990.0946, 511.9862},{967.3774, 517.7223},{965.5905, 512.7451},TRUE,7,43:17.6,,
{0,0, 0},{936.103, 546.8693},{939.7322, 515.8439},{989.578, 495.7692},{990.5876, 510.6141},{962.8405, 521.3192},{965.16, 513.2289},TRUE,7,43:17.7,,
{0,0, 0},{930.0282, 513.5824},{940.15, 513.4711},{998.5316, 507.3394},{990.6849, 511.7094},{964.2799, 510.4609},{965.4174, 512.5903},TRUE,7,43:17.7,,
{0,0, 0},{931.7311, 522.8069},{939.0489, 516.3766},{1023.9162, 503.1784},{992.8943, 510.1064},{977.8236, 512.9926},{965.9716, 513.2416},TRUE,7,43:17.7,,
{0,0, 0},{735.681, 440.4183},{735.681, 440.4183},{822.3576, 439.1536},{822.3576, 439.1536},{779.0193, 439.7859},{779.0193, 439.7859},FALSE,7,43:17.9,,
{0,0, 0},{727.9351, 439.8142},{727.9351, 439.8142},{816.7629, 456.1419},{816.7629, 456.1419},{772.349, 447.9781},{772.349, 447.9781},FALSE,7,43:17.8,,
{0,0, 0},{759.6771, 457.3527},{747.6943, 448.8963},{780.3885, 457.227},{801.3463, 448.2018},{770.0328, 457.2898},{774.5203, 448.549},FALSE,7,43:17.9,,
{0,0, 0},{754.9208, 493.947},{750.1337, 463.9914},{814.3615, 477.6106},{805.6675, 458.0618},{784.6411, 485.7788},{777.9006, 461.0266},FALSE,7,43:18.0,,
{0,0, 0},{745.6039, 466.845},{749.0156, 464.7793},{815.0413, 455.0719},{808.022, 457.3565},{780.3226, 460.9584},{778.5187, 461.0679},FALSE,7,43:18.0,,
{0,0, 0},{756.2156, 449.9076},{750.4899, 461.8178},{815.5109, 447.9771},{809.5493, 455.4861},{785.8633, 448.9424},{780.0197, 458.6519},FALSE,7,43:18.1,,
{0,0, 0},{742.9135, 439.5612},{749.22, 458.0441},{801.9868, 452.3779},{808.2779, 454.9679},{772.4501, 445.9695},{778.7488, 456.506},TRUE,7,43:18.1,,
{0,0, 0},{739.5211, 435.9214},{747.7933, 454.7567},{792.6951, 455.7578},{805.9798, 455.0887},{766.1081, 445.8397},{776.8865, 454.9227},TRUE,7,43:18.1,,
{0,0, 0},{751.2743, 428.23},{748.2331, 451.23},{817.4399, 439.6524},{807.4479, 453.0776},{784.3571, 433.9412},{777.8405, 452.1538},TRUE,7,43:18.1,,
{0,0, 0},{732.889, 479.7131},{746.9579, 453.9293},{797.3657, 463.3187},{805.0541, 458.6666},{765.1274, 471.5159},{776.006, 456.2979},TRUE,7,43:18.2,,
{0,0, 0},{733.1623, 417.9599},{745.559, 450.3369},{789.9361, 479.4956},{803.5134, 460.7986},{761.5492, 448.7278},{774.5363, 455.5677},TRUE,7,43:18.2,,
{0,0, 0},{912.4855, 462.5405},{912.4855, 462.5405},{931.9263, 475.7956},{815.299, 462.2914},{922.2059, 469.168},{922.2059, 469.168},FALSE,7,43:18.2,,
{0,0, 0},{904.3036, 498.3202},{904.3036, 498.3202},{926.8371, 486.5642},{825.2014, 464.5303},{915.5703, 492.4422},{915.5703, 492.4422},FALSE,7,43:18.2,,
{0,0, 0},{910.4059, 475.4686},{907.3586, 486.8798},{975.6519, 506.3588},{975.6519, 506.3588},{943.0289, 490.9137},{929.3171, 491.677},FALSE,7,43:18.2,,
{0,0, 0},{880.1619, 503.6503},{897.5475, 495.9592},{951.246, 486.351},{937.8091, 496.548},{915.7039, 495.0007},{921.0501, 496.2478},FALSE,7,43:18.3,,
{0,0, 0},{891.0881, 493.7035},{896.1914, 495.5252},{972.0837, 461.0204},{949.3055, 484.6378},{931.5859, 477.3619},{923.1727, 492.4246},FALSE,7,43:18.3,,
{0,0, 0},{896.3713, 479.3613},{896.1743, 492.7842},{929.6335, 497.4569},{944.4042, 487.813},{913.0024, 488.4091},{921.442, 491.7171},TRUE,7,43:18.3,,
{0,0, 0},{893.3365, 490.2382},{895.7151, 492.3923},{950.6346, 480.0327},{945.6873, 486.2067},{921.9856, 485.1354},{921.507, 490.7189},TRUE,7,43:18.3,,
{0,0, 0},{869.4474, 526.9144},{892.2449, 496.8815},{957.6194, 495.8621},{947.7476, 487.8187},{913.5334, 511.3882},{920.4534, 493.3821},TRUE,7,43:18.4,,
{0,0, 0},{896.9258, 478.7491},{892.8156, 493.7143},{948.541, 506.1854},{948.5616, 490.8981},{922.7334, 492.4673},{920.975, 492.8216},TRUE,7,43:18.4,,
{0,0, 0},{887.6857, 481.8206},{892.2518, 492.5196},{939.0828, 482.4406},{947.4877, 489.9405},{913.3843, 482.1306},{920.2118, 491.7618},TRUE,7,43:18.4,,
{0,0, 0},{889.6241, 494.0974},{891.9484, 492.6237},{923.8645, 487.7404},{944.9689, 489.72},{906.7443, 490.9189},{918.9415, 491.6601},TRUE,7,43:18.4,,
{0,0, 0},{916.7493, 469.2599},{894.0407, 490.561},{920.4066, 474.7055},{942.4986, 488.2423},{918.5779, 471.9827},{918.8555, 489.9286},TRUE,7,43:18.5,,
{0,0, 0},{882.4124, 500.2166},{893.0881, 491.2686},{953.0112, 493.2003},{943.3804, 488.6761},{917.7118, 496.7084},{918.7109, 490.419},TRUE,7,43:18.5,,
{0,0, 0},{895.2431, 482.8594},{893.2344, 490.5534},{930.7419, 502.3073},{942.2247, 489.848},{912.9925, 492.5833},{918.2142, 490.5425},TRUE,7,43:18.5,,
{0,0, 0},{885.6537, 502.7536},{892.6522, 491.3953},{937.6141, 510.7395},{941.7626, 491.5855},{911.6339, 506.7466},{917.6626, 491.7202},TRUE,7,43:18.5,,
{0,0, 0},{862.7135, 503.2619},{890.7893, 491.1039},{932.9859, 496.4878},{939.8351, 491.7357},{897.8497, 499.8748},{915.7453, 491.5988},TRUE,7,43:18.6,,
{0,0, 0},{927.8331, 486.8925},{893.2068, 490.7858},{932.0908, 504.9795},{939.1505, 492.753},{929.9619, 495.936},{916.5872, 491.8979},TRUE,7,43:18.6,,
{0,0, 0},{906.3103, 475.9187},{894.0805, 489.7661},{932.8664, 484.8793},{938.5767, 492.2939},{919.5884, 480.399},{916.7092, 491.1576},TRUE,7,43:18.6,,
{0,0, 0},{861.457, 496.0475},{892.0259, 490.0965},{942.8357, 493.4375},{938.7238, 492.4356},{902.1464, 494.7425},{915.7103, 491.3763},TRUE,7,43:18.6,,
{0,0, 0},{881.0155, 486.2092},{891.1057, 489.7775},{927.2859, 499.3618},{936.9557, 493.8737},{904.1507, 492.7855},{914.3284, 491.8853},TRUE,7,43:18.7,,
{0,0, 0},{913.4822, 449.0229},{892.4, 487.2424},{915.0538, 491.3177},{935.4178, 493.8131},{914.2681, 470.1703},{914.1978, 490.5816},TRUE,7,43:18.7,,
{0,0, 0},{888.188, 509.5891},{892.1422, 488.4295},{951.9985, 458.9759},{936.2429, 491.743},{920.0933, 484.2825},{914.4345, 490.1644},TRUE,7,43:18.7,,
{0,0, 0},{1308.001, 547.8806},{1308.001, 547.8806},{1358.5231, 550.64},{1358.5231, 550.64},{1333.262, 549.2603},{1333.262, 549.2603},FALSE,7,43:18.8,,
{0,0, 0},{1304.9397, 531.8803},{1304.9397, 531.8803},{1341.9791, 539.1132},{1341.9791, 539.1132},{1323.4595, 535.4968},{1323.4595, 535.4968},FALSE,7,43:18.8,,
{0,0, 0},{1307.8839, 522.9803},{1306.4137, 527.4247},{1340.5786, 528.2344},{1341.278, 533.6669},{1324.2312, 525.6074},{1323.8458, 530.5458},FALSE,7,43:18.8,,
{0,0, 0},{1262.5349, 534.6465},{1291.7278, 529.8346},{1338.5636, 544.9244},{1340.3683, 537.4261},{1300.5493, 539.7855},{1316.048, 533.6304},FALSE,7,43:18.8,,
{0,0, 0},{1310.4398, 556.6569},{1296.3937, 536.6037},{1363.8884, 548.2348},{1346.2964, 540.1599},{1337.1641, 552.4459},{1321.345, 538.3818},FALSE,7,43:18.8,,
{0,0, 0},{1290.0475, 533.2329},{1295.0907, 535.9631},{1339.077, 535.9515},{1344.8629, 539.3279},{1314.5623, 534.5922},{1319.9768, 537.6455},FALSE,7,43:18.9,,
{0,0, 0},{1307.1854, 523.0385},{1297.1312, 533.7892},{1374.3199, 547.2504},{1349.9021, 540.6906},{1340.7527, 535.1444},{1323.5166, 537.2399},TRUE,7,43:18.9,,
{0,0, 0},{1315.7584, 543.3151},{1297.0155, 535.5359},{1337.6119, 513.5668},{1346.9594, 536.5997},{1326.6852, 528.441},{1321.9874, 536.0678},TRUE,7,43:18.9,,
{0,0, 0},{1277.5216, 537.6222},{1294.2402, 534.3572},{1338.7471, 536.1553},{1348.3218, 540.0454},{1308.1343, 536.8888},{1321.2811, 537.2013},TRUE,7,43:18.9,,
{0,0, 0},{1303.7933, 557.463},{1297.8251, 538.1392},{1344.6635, 548.778},{1346.6991, 537.9884},{1324.2284, 553.1205},{1322.2622, 538.0638},TRUE,7,43:19.0,,
{0,0, 0},{1307.3918, 532.3181},{1298.8777, 537.5829},{1356.1011, 549.0593},{1347.7112, 539.1629},{1331.7465, 540.6887},{1323.2944, 538.3729},TRUE,7,43:19.0,,
{0,0, 0},{1313.0662, 536.0817},{1300.3276, 537.4833},{1333.8553, 546.9963},{1346.3612, 539.9504},{1323.4607, 541.539},{1323.3445, 538.7169},TRUE,7,43:19.0,,
{0,0, 0},{1309.1355, 544.7681},{1301.2129, 538.1967},{1350.3024, 539.2677},{1346.7148, 539.9153},{1329.719, 542.0179},{1323.9639, 539.056},TRUE,7,43:19.0,,
{0,0, 0},{1327.7312, 533.2303},{1303.6001, 537.8185},{1332.0375, 534.6266},{1345.4393, 539.4803},{1329.8843, 533.9285},{1324.5197, 538.6495},TRUE,7,43:19.1,,
{0,0, 0},{1312.3104, 523.2497},{1304.4553, 536.6581},{1345.0166, 550.7711},{1345.3693, 540.418},{1328.6636, 537.0104},{1324.9122, 538.538},TRUE,7,43:19.1,,
