CRX,CRY
711.9451,475.9635
704.6771,485.0633
716.8975,479.4705
710.2073,486.1805
726.7107,480.2564
707.1804,481.696
718.9677,482.4508
707.7964,482.1495
721.8032,480.4966
711.1418,469.9565
726.6709,483.7708
723.4921,478.9579
726.5298,480.7775
714.3745,492.502
710.3705,487.9436
703.0043,472.6019
718.36,491.2319
715.803,490.6845
711.6287,466.4501
713.7191,491.3082
733.8735,468.7276
726.6622,470.9127
734.6269,474.9959
722.8723,464.3176
718.744,469.6342
720.0291,478.1306
735.8438,479.5635
731.1619,671.6719
730.9313,647.5852
733.2084,505.4011
743.71,419.4572
725.1318,375.2582
737.7361,395.2281
736.545,403.7369
747.9408,388.9223
740.692,393.1641
757.1888,401.8113
745.8891,392.9803
743.3453,397.0071
694.4706,262.5717
688.9712,214.7481
677.0958,210.6651
674.6812,215.4662
689.6858,214.9555
691.8899,208.8922
678.0012,225.6282
689.3298,214.7837
684.906,210.817
685.2515,218.2399
678.4083,187.0309
673.7593,182.4689
671.1569,180.3925
670.472,187.8506
674.0682,181.5605
671.8391,191.0146
684.0959,184.7667
674.0518,192.1661
674.7567,191.9037
676.0873,189.7428
700.8269,185.9381
819.282,159.8454
844.3705,164.2416
851.5157,172.1943
852.7544,162.3472
854.5483,144.9789
839.354,156.171
848.5766,153.4845
843.1113,174.0396
846.7747,157.4064
854.9987,158.539
945.247,153.5371
981.6897,134.3653
973.8865,155.3219
969.7419,159.4333
984.577,153.3378
979.4651,150.2766
971.8276,157.6328
985.1547,171.8749
973.8145,164.2678
984.2355,156.3436
959.448,151.6947
786.5798,186.9459
672.4869,211.8551
676.0541,203.7896
669.4785,213.3997
671.5013,211.7736
676.9457,190.501
678.2322,214.1658
680.3701,211.8071
676.1328,201.7549
665.9106,222.8502
673.0664,216.305
674.6654,211.343
662.42,211.5347
669.9765,217.4093
676.6307,217.2467
679.6608,223.7967
784.8895,221.4315
793.6862,214.0727
810.7209,217.6356
804.649,215.1228
800.2395,233.9188
811.2589,230.7748
830.4854,230.1577
903.3225,229.0924
931.3594,220.2595
934.3818,202.5529
932.8575,217.7966
943.8654,220.8561
