CRX,CRY
652.2192,698.5823
638.9528,702.9395
622.9217,702.8757
635.904,715.6031
632.334,699.6725
642.2659,698.8606
643.98,690.8788
637.7476,707.0331
636.8938,702.0262
640.8705,708.5563
627.4399,700.1727
646.6884,704.6859
639.3758,685.5658
637.6418,699.115
634.5915,705.9053
639.8796,703.4142
632.0555,687.6281
624.6656,705.1264
612.9422,737.1151
502.2975,903.3423
474.3657,936.6577
472.8253,949.9303
466.0062,949.787
473.1466,959.3274
461.0016,951.6507
483.4588,957.5126
473.9892,952.4937
464.3469,946.1055
476.7839,942.4588
469.4746,946.7834
470.1772,948.8533
456.7933,943.3586
461.7574,950.9338
487.9647,939.1262
473.3294,943.4186
469.3562,938.6365
473.1612,928.2468
466.9503,931.455
394.5459,1111.7448
383.2798,1289.3695
381.3021,1275.1084
373.609,1286.333
371.7587,1290.1947
376.8954,1299.9924
375.9312,1275.2805
379.8194,1284.4792
365.6003,1283.4227
365.7017,1280.6838
361.4689,1291.5167
366.3265,1293.3323
361.2379,1274.7205
378.4627,1277.031
365.9189,1295.9863
376.1313,1263.5624
284.3213,1139.6704
196.0682,362.4175
211.1886,379.9819
192.5383,375.1755
197.2509,384.3557
188.599,374.4688
196.2907,387.1303
201.0317,384.41
189.4892,384.7124
204.0638,394.2961
183.5217,388.6251
209.6693,387.9352
198.1744,391.8396
181.671,388.274
196.861,367.2526
-17.4886,413.4677
-271.101,438.2725
-485.2361,487.9209
-496.931,492.9612
-513.979,504.6299
-505.588,505.445
-511.9281,500.012
-514.4498,492.5889
-523.9852,496.4799
-507.6236,491.4189
-514.4156,481.8243
-513.2996,506.7027
-519.566,509.2121
-521.1939,494.9311
-528.369,501.8062
-525.9447,481.4034
-531.0403,500.5762
-533.2909,519.3077
-518.5872,510.7722
-517.6879,493.671
-329.4762,459.6866
-34.5715,380.2694
282.8498,338.315
311.0858,323.5355
322.2045,323.8422
344.187,328.8516
335.329,332.7568
331.6,338.4366
340.675,333.1473
334.1772,339.1591
348.3117,324.3762
344.946,327.4868
334.6556,327.9016
347.7275,340.0204
342.2436,335.8741
331.5426,350.084
333.1222,347.0157
290.2245,671.2469
337.553,305.0138
330.8804,321.0395
330.3306,321.5801
321.2562,323.1865
322.4147,309.2971
323.2375,314.2096
334.3468,311.1984
326.1169,320.156
477.8398,487.2965
711.0609,642.2367
790.7951,667.1316
805.3669,674.5284
791.0039,671.7211
792.5223,672.7562
781.4628,678.7289
794.8889,674.3857
796.6935,689.3849
805.3898,674.462
810.9,668.5975
796.8708,656.2513
801.5966,672.1848
798.0252,663.3834
804.0817,683.489
1041.9248,704.569
1306.8082,701.4858
1321.4756,703.7448
