BlinkType,TimeTracker
NormalBlink,2016-04-21 17:18:08.042
NormalBlink,2016-04-21 17:18:10.639
NormalBlink,2016-04-21 17:18:12.387
NormalBlink,2016-04-21 17:18:13.319
NormalBlink,2016-04-21 17:18:15.400
NormalBlink,2016-04-21 17:18:18.547
NormalBlink,2016-04-21 17:18:19.896
NormalBlink,2016-04-21 17:18:22.293
NormalBlink,2016-04-21 17:18:24.091
NormalBlink,2016-04-21 17:18:25.423
LongBlink,2016-04-21 17:18:27.889
NormalBlink,2016-04-21 17:18:29.735
NormalBlink,2016-04-21 17:18:30.967
NormalBlink,2016-04-21 17:18:32.182
NormalBlink,2016-04-21 17:18:34.513
NormalBlink,2016-04-21 17:18:35.612
NormalBlink,2016-04-21 17:18:36.928
NormalBlink,2016-04-21 17:18:38.110
NormalBlink,2016-04-21 17:18:38.892
NormalBlink,2016-04-21 17:18:39.442
NormalBlink,2016-04-21 17:18:39.758
NormalBlink,2016-04-21 17:18:40.841
LongBlink,2016-04-21 17:18:45.018
NormalBlink,2016-04-21 17:18:46.883
NormalBlink,2016-04-21 17:18:48.631
NormalBlink,2016-04-21 17:18:50.096
NormalBlink,2016-04-21 17:18:50.512
LongBlink,2016-04-21 17:18:53.592
NormalBlink,2016-04-21 17:18:55.041
LongBlink,2016-04-21 17:18:57.888
NormalBlink,2016-04-21 17:18:58.571
LongBlink,2016-04-21 17:19:00.518
LongBlink,2016-04-21 17:19:03.482
NormalBlink,2016-04-21 17:19:06.867
NormalBlink,2016-04-21 17:19:08.143
LongBlink,2016-04-21 17:19:10.858
NormalBlink,2016-04-21 17:19:11.206
LongBlink,2016-04-21 17:20:02.068
LongBlink,2016-04-21 17:20:03.633
LongBlink,2016-04-21 17:20:08.745
NormalBlink,2016-04-21 17:20:37.430
LongBlink,2016-04-21 17:20:41.493
NormalBlink,2016-04-21 17:20:42.159
LongBlink,2016-04-21 17:20:45.622
NormalBlink,2016-04-21 17:20:46.004
NormalBlink,2016-04-21 17:20:47.037
LongBlink,2016-04-21 17:20:51.182
NormalBlink,2016-04-21 17:20:51.848
LongBlink,2016-04-21 17:20:55.177
LongBlink,2016-04-21 17:21:16.290
NormalBlink,2016-04-21 17:22:14.675
NormalBlink,2016-04-21 17:22:15.208
NormalBlink,2016-04-21 17:22:15.874
LongBlink,2016-04-21 17:22:18.571
NormalBlink,2016-04-21 17:22:22.800
LongBlink,2016-04-21 17:22:27.661
LongBlink,2016-04-21 17:22:37.251
LongBlink,2016-04-21 17:22:43.046
NormalBlink,2016-04-21 17:22:49.721
LongBlink,2016-04-21 17:22:51.885
NormalBlink,2016-04-21 17:22:54.715
LongBlink,2016-04-21 17:23:02.990
NormalBlink,2016-04-21 17:23:03.356
LongBlink,2016-04-21 17:23:05.071
NormalBlink,2016-04-21 17:23:33.128
NormalBlink,2016-04-21 17:23:33.573
NormalBlink,2016-04-21 17:23:34.340
NormalBlink,2016-04-21 17:23:38.951
NormalBlink,2016-04-21 17:23:40.100
NormalBlink,2016-04-21 17:23:43.696
NormalBlink,2016-04-21 17:23:44.680
NormalBlink,2016-04-21 17:23:53.019
NormalBlink,2016-04-21 17:23:53.186
NormalBlink,2016-04-21 17:24:01.644
NormalBlink,2016-04-21 17:24:03.161
LongBlink,2016-04-21 17:24:04.057
LongBlink,2016-04-21 17:24:09.635
NormalBlink,2016-04-21 17:24:10.602
NormalBlink,2016-04-21 17:24:10.836
NormalBlink,2016-04-21 17:24:11.250
NormalBlink,2016-04-21 17:24:11.568
NormalBlink,2016-04-21 17:24:13.930
NormalBlink,2016-04-21 17:24:15.195
NormalBlink,2016-04-21 17:24:16.177
NormalBlink,2016-04-21 17:24:21.422
NormalBlink,2016-04-21 17:24:22.174
NormalBlink,2016-04-21 17:24:23.020
NormalBlink,2016-04-21 17:24:27.765
NormalBlink,2016-04-21 17:24:32.293
NormalBlink,2016-04-21 17:24:35.140
LongBlink,2016-04-21 17:24:36.322
NormalBlink,2016-04-21 17:24:38.803
NormalBlink,2016-04-21 17:24:39.752
NormalBlink,2016-04-21 17:24:42.165
NormalBlink,2016-04-21 17:24:43.015
NormalBlink,2016-04-21 17:24:44.580
NormalBlink,2016-04-21 17:24:45.130
NormalBlink,2016-04-21 17:24:47.444
NormalBlink,2016-04-21 17:24:48.809
