CRX,CRY
835.0532,1033.5667
848.9244,1041.0984
849.2638,1009.1881
839.9698,1002.4883
852.4391,1012.5166
855.0265,1044.3623
811.8036,1041.7656
829.6564,1053.614
830.0471,998.8776
838.1978,1012.757
840.4888,1029.084
1261.7524,1668.0582
1085.0474,1378.7617
781.313,601.7217
809.7899,603.3593
837.9467,573.6489
806.2615,573.6947
842.407,591.9165
803.4669,559.9431
788.4948,570.569
816.6036,575.1301
798.5463,612.3822
803.4801,557.1389
815.6768,336.7997
767.7783,285.3029
792.2007,264.2082
788.5361,265.8856
764.6563,265.0379
785.7078,293.528
756.5529,246.2272
766.1808,273.4568
768.845,227.6446
781.7266,255.089
777.6937,207.2954
780.2015,218.5368
801.8425,218.3119
813.8069,180.1496
793.0272,204.3866
802.9363,179.597
796.375,219.0733
807.8253,193.0051
816.3123,160.7697
800.3738,186.0546
807.3435,151.186
832.1267,172.1974
652.3402,160.9365
608.7542,198.0742
603.6801,189.1873
605.7964,189.4691
608.1923,149.9659
607.5767,179.5971
599.6016,135.1052
607.6138,171.279
593.9922,126.1769
570.1258,181.467
581.8576,157.9259
606.7078,156.677
589.6112,132.1459
600.1205,160.3634
591.3873,181.4724
610.3413,172.2472
602.3066,136.1652
592.6768,137.2372
592.0103,143.2671
577.2076,160.8755
690.2624,172.886
800.0396,162.3255
808.2675,159.9444
794.4225,145.8623
774.644,193.4402
791.6838,148.4137
779.1733,164.7138
767.8109,150.4917
795.08,159.6908
787.182,147.917
870.4441,191.0698
900.7401,187.2517
889.0612,159.2114
903.8359,156.5062
907.7908,167.4945
879.7131,197.3908
887.2211,171.5482
871.9769,188.7987
868.8274,173.7574
943.8959,148.5998
939.5316,128.9202
932.1965,165.8968
942.2776,153.2583
946.6935,147.5139
946.8107,148.0538
953.574,138.7549
956.6213,158.9851
969.6388,120.1326
945.3663,119.5199
945.0795,152.4996
967.5543,125.2737
1068.0801,184.1598
1062.6672,169.9915
1046.9191,172.6488
1069.8102,163.6809
1042.5393,179.2303
1047.5537,194.7977
1047.6196,169.2421
1063.1726,159.5712
1068.4282,105.3994
922.7991,161.8357
701.2363,143.299
688.7432,181.3182
668.6588,167.9724
665.7678,208.0291
684.2394,180.1984
683.0161,169.6157
678.9028,176.5011
672.9753,181.7884
683.8188,162.7636
698.5424,180.6862
679.2861,197.5713
